customerID,Contract,InternetService,PaymentMethod,MonthlyCharges,tenure,TotalCharges,Churn,revenue_rank,charge_quartile,contract_avg_charge,vs_contract_avg,customer_tier
5321-NTRKC,Two year,DSL,Bank transfer (automatic),79.85,66,5234.95,0,2694,3,60.77,19.08,Premium
1867-TJHTS,Month-to-month,Fiber optic,Bank transfer (automatic),79.8,58,4526.85,0,2708,3,66.4,13.4,Premium
8104-OSKWT,Month-to-month,Fiber optic,Electronic check,79.8,12,1001.2,0,2708,3,66.4,13.4,Premium
5364-EVNIB,Month-to-month,Fiber optic,Electronic check,79.8,13,973.45,1,2708,3,66.4,13.4,Premium
9107-UKCKY,One year,DSL,Electronic check,79.8,61,4914.8,0,2708,3,65.05,14.75,Premium
4737-HOBAX,Two year,DSL,Credit card (automatic),79.8,63,5034.05,0,2708,3,60.77,19.03,Premium
7363-QTBIW,Month-to-month,Fiber optic,Electronic check,79.75,9,769.1,0,2713,3,66.4,13.35,Premium
2154-KVJFF,Month-to-month,Fiber optic,Electronic check,79.75,15,1111.85,1,2713,3,66.4,13.35,Premium
1981-INRFU,Month-to-month,Fiber optic,Electronic check,79.75,2,164.5,1,2713,3,66.4,13.35,Premium
9317-WZPGV,Month-to-month,Fiber optic,Bank transfer (automatic),79.75,2,159.4,1,2713,3,66.4,13.35,Premium
7639-LIAYI,Two year,DSL,Credit card (automatic),79.75,52,4217.8,0,2713,3,60.77,18.98,Premium
3259-KNMRR,Two year,DSL,Bank transfer (automatic),79.75,57,4438.2,0,2713,3,60.77,18.98,Premium
0495-RVCBF,Month-to-month,Fiber optic,Electronic check,79.7,1,79.7,1,2719,3,66.4,13.3,Premium
8642-GVWRF,Month-to-month,Fiber optic,Bank transfer (automatic),79.7,2,165.0,1,2719,3,66.4,13.3,Premium
6437-UKHMV,Month-to-month,Fiber optic,Electronic check,79.7,7,586.05,1,2719,3,66.4,13.3,Premium
6229-LSCKB,Month-to-month,Fiber optic,Electronic check,79.7,6,497.6,0,2719,3,66.4,13.3,Premium
9199-PWQVC,One year,DSL,Credit card (automatic),79.7,63,4786.15,0,2719,3,65.05,14.65,Premium
3486-HOOGQ,Two year,DSL,Bank transfer (automatic),79.7,70,5743.3,0,2719,3,60.77,18.93,Premium
4355-HBJHH,Two year,DSL,Electronic check,79.7,67,5293.4,1,2719,3,60.77,18.93,Premium
8128-YVJRG,Month-to-month,Fiber optic,Mailed check,79.65,7,604.7,1,2726,3,66.4,13.25,Premium
4248-HCETZ,Month-to-month,Fiber optic,Mailed check,79.65,30,2365.15,1,2726,3,66.4,13.25,Premium
2203-GHNWN,Month-to-month,Fiber optic,Mailed check,79.65,24,1928.7,0,2726,3,66.4,13.25,Premium
4290-BSXUX,Month-to-month,Fiber optic,Bank transfer (automatic),79.65,3,251.75,1,2726,3,66.4,13.25,Premium
8943-URTMR,Month-to-month,Fiber optic,Mailed check,79.65,2,152.7,1,2726,3,66.4,13.25,Premium
8058-INTPH,Month-to-month,Fiber optic,Electronic check,79.65,1,79.65,1,2726,3,66.4,13.25,Premium
0253-ZTEOB,Two year,DSL,Electronic check,79.65,48,3870.3,0,2726,3,60.77,18.88,Premium
7594-RQHXR,Month-to-month,Fiber optic,Electronic check,79.6,1,79.6,1,2733,3,66.4,13.2,Premium
4713-LZDRV,Month-to-month,Fiber optic,Electronic check,79.6,2,195.05,1,2733,3,66.4,13.2,Premium
8988-ECPJR,Month-to-month,Fiber optic,Mailed check,79.6,34,2718.3,1,2733,3,66.4,13.2,Premium
5393-RXQSZ,Month-to-month,Fiber optic,Electronic check,79.6,1,79.6,1,2733,3,66.4,13.2,Premium
0549-CYCQN,One year,Fiber optic,Bank transfer (automatic),79.6,51,3974.7,0,2733,3,65.05,14.55,Premium
6869-FGJJC,One year,Fiber optic,Credit card (automatic),79.6,68,5461.45,0,2733,3,65.05,14.55,Premium
4717-GHADL,Two year,DSL,Mailed check,79.6,50,4024.2,0,2733,3,60.77,18.83,Premium
9140-CZQZZ,Two year,DSL,Bank transfer (automatic),79.6,68,5515.8,0,2733,3,60.77,18.83,Premium
7560-QJAVJ,Two year,DSL,Bank transfer (automatic),79.6,70,5589.45,0,2733,3,60.77,18.83,Premium
1761-AEZZR,Month-to-month,Fiber optic,Electronic check,79.55,1,79.55,1,2742,3,66.4,13.15,Premium
2688-BHGOG,Month-to-month,Fiber optic,Electronic check,79.55,9,718.55,0,2742,3,66.4,13.15,Premium
9019-QVLZD,Month-to-month,Fiber optic,Electronic check,79.55,1,79.55,1,2742,3,66.4,13.15,Premium
3420-YJLQT,Month-to-month,Fiber optic,Electronic check,79.55,2,151.75,0,2742,3,66.4,13.15,Premium
2694-CIUMO,Month-to-month,Fiber optic,Credit card (automatic),79.55,12,958.25,0,2742,3,66.4,13.15,Premium
0872-NXJYS,Month-to-month,Fiber optic,Electronic check,79.55,9,723.4,1,2742,3,66.4,13.15,Premium
6618-RYATB,Month-to-month,Fiber optic,Mailed check,79.55,1,79.55,1,2742,3,66.4,13.15,Premium
2251-PYLPB,Two year,DSL,Credit card (automatic),79.55,72,5810.9,0,2742,3,60.77,18.78,Premium
6416-YJTTB,Month-to-month,Fiber optic,Bank transfer (automatic),79.5,11,795.65,0,2750,3,66.4,13.1,Premium
5442-XSDCW,Month-to-month,Fiber optic,Bank transfer (automatic),79.5,11,868.5,1,2750,3,66.4,13.1,Premium
2514-GINMM,Month-to-month,Fiber optic,Electronic check,79.5,1,79.5,1,2750,3,66.4,13.1,Premium
2640-PMGFL,Month-to-month,Fiber optic,Electronic check,79.5,27,2180.55,1,2750,3,66.4,13.1,Premium
1730-ZMAME,Month-to-month,Fiber optic,Electronic check,79.5,32,2665.0,0,2750,3,66.4,13.1,Premium
6987-XQSJT,Month-to-month,Fiber optic,Electronic check,79.5,54,4370.25,1,2750,3,66.4,13.1,Premium
8652-YHIYU,One year,Fiber optic,Credit card (automatic),79.5,16,1264.2,0,2750,3,65.05,14.45,Premium
8414-OOEEL,Two year,DSL,Credit card (automatic),79.5,66,5196.1,0,2750,3,60.77,18.73,Premium
9488-FVZCC,Two year,DSL,Bank transfer (automatic),79.5,72,5661.7,0,2750,3,60.77,18.73,Premium
9948-YPTDG,Month-to-month,Fiber optic,Electronic check,79.45,38,3013.05,1,2759,3,66.4,13.05,Premium
3422-GALYP,Month-to-month,Fiber optic,Electronic check,79.45,2,145.15,0,2759,3,66.4,13.05,Premium
6302-JGYRJ,One year,DSL,Mailed check,79.45,31,2587.7,1,2759,3,65.05,14.4,Premium
5736-YEJAX,Two year,DSL,Credit card (automatic),79.45,69,5502.55,0,2759,3,60.77,18.68,Premium
7074-IEVOJ,Month-to-month,Fiber optic,Electronic check,79.4,3,205.05,1,2763,3,66.4,13.0,Premium
1678-FYZOW,Month-to-month,Fiber optic,Electronic check,79.4,3,244.65,1,2763,3,66.4,13.0,Premium
4631-OACRM,Month-to-month,Fiber optic,Electronic check,79.4,15,1156.1,1,2763,3,66.4,13.0,Premium
7148-XZPHA,Month-to-month,Fiber optic,Electronic check,79.4,55,4238.45,0,2763,3,66.4,13.0,Premium
9500-IWPXQ,One year,DSL,Electronic check,79.4,61,4820.55,0,2763,3,65.05,14.35,Premium
8469-SNFFH,One year,DSL,Bank transfer (automatic),79.4,70,5528.9,0,2763,3,65.05,14.35,Premium
4293-ETKAP,Two year,DSL,Bank transfer (automatic),79.4,65,5071.9,0,2763,3,60.77,18.63,Premium
8631-NBHFZ,Two year,DSL,Credit card (automatic),79.4,66,5154.6,1,2763,3,60.77,18.63,Premium
5919-TMRGD,Month-to-month,Fiber optic,Electronic check,79.35,1,79.35,1,2771,3,66.4,12.95,Premium
1307-TVUFB,Month-to-month,Fiber optic,Bank transfer (automatic),79.35,42,3344.1,0,2771,3,66.4,12.95,Premium
2070-XYMFH,Month-to-month,Fiber optic,Mailed check,79.35,23,1835.3,0,2771,3,66.4,12.95,Premium
6298-QDFNH,Month-to-month,Fiber optic,Electronic check,79.35,22,1730.35,1,2771,3,66.4,12.95,Premium
4910-AQFFX,Month-to-month,Fiber optic,Bank transfer (automatic),79.35,9,661.25,1,2771,3,66.4,12.95,Premium
9507-EXLTT,Month-to-month,Fiber optic,Bank transfer (automatic),79.35,1,79.35,1,2771,3,66.4,12.95,Premium
2234-EOFPT,Two year,DSL,Bank transfer (automatic),79.35,72,5753.25,0,2771,3,60.77,18.58,Premium
2026-TGDHM,Month-to-month,Fiber optic,Electronic check,79.3,7,523.15,1,2778,3,66.4,12.9,Premium
6985-HAYWX,Month-to-month,Fiber optic,Bank transfer (automatic),79.3,26,2015.8,0,2778,3,66.4,12.9,Premium
9029-FEGVJ,Month-to-month,Fiber optic,Mailed check,79.3,32,2570.0,0,2778,3,66.4,12.9,Premium
3312-ZWLGF,Month-to-month,Fiber optic,Electronic check,79.3,29,2414.55,0,2778,3,66.4,12.9,Premium
2486-WYVVE,One year,DSL,Mailed check,79.3,31,2484.0,0,2778,3,65.05,14.25,Premium
8080-POTJR,One year,DSL,Credit card (automatic),79.3,30,2427.1,0,2778,3,65.05,14.25,Premium
6898-RBTLU,Two year,DSL,Bank transfer (automatic),79.3,49,3902.45,0,2778,3,60.77,18.53,Premium
1918-ZBFQJ,Month-to-month,Fiber optic,Electronic check,79.25,13,1111.65,1,2785,3,66.4,12.85,Premium
8225-BTJAU,Month-to-month,Fiber optic,Electronic check,79.25,10,793.55,1,2785,3,66.4,12.85,Premium
2868-MZAGQ,Month-to-month,Fiber optic,Electronic check,79.25,1,79.25,1,2785,3,66.4,12.85,Premium
6110-OHIHY,Month-to-month,Fiber optic,Electronic check,79.25,3,267.6,1,2785,3,66.4,12.85,Premium
9592-ERDKV,One year,DSL,Mailed check,79.25,37,2911.8,0,2785,3,65.05,14.2,Premium
1422-DGUBX,One year,Fiber optic,Electronic check,79.25,32,2619.15,0,2785,3,65.05,14.2,Premium
7639-OPLNG,Two year,DSL,Bank transfer (automatic),79.25,70,5731.85,0,2785,3,60.77,18.48,Premium
6092-QZVPP,Month-to-month,DSL,Credit card (automatic),79.2,36,2854.95,0,2792,3,66.4,12.8,Premium
6567-HOOPW,Month-to-month,Fiber optic,Electronic check,79.2,1,79.2,1,2792,3,66.4,12.8,Premium
2189-UXTKY,Month-to-month,DSL,Electronic check,79.2,22,1742.75,1,2792,3,66.4,12.8,Premium
5561-NWEVX,Month-to-month,Fiber optic,Electronic check,79.2,2,172.85,1,2792,3,66.4,12.8,Premium
7957-RYHQD,Month-to-month,Fiber optic,Credit card (automatic),79.2,40,3233.85,1,2792,3,66.4,12.8,Premium
0233-FTHAV,One year,Fiber optic,Bank transfer (automatic),79.2,60,4765.0,0,2792,3,65.05,14.15,Premium
4692-NNQRU,One year,Fiber optic,Electronic check,79.2,21,1742.45,0,2792,3,65.05,14.15,Premium
4415-WNGVR,One year,DSL,Electronic check,79.2,12,943.85,0,2792,3,65.05,14.15,Premium
3410-YOQBQ,Two year,DSL,Mailed check,79.2,31,2497.2,0,2792,3,60.77,18.43,Premium
9845-PEEKO,Two year,Fiber optic,Credit card (automatic),79.2,59,4590.35,0,2792,3,60.77,18.43,Premium
2933-XEUJM,Two year,DSL,Mailed check,79.2,46,3593.8,0,2792,3,60.77,18.43,Premium
6670-MFRPK,Two year,Fiber optic,Credit card (automatic),79.2,69,5420.65,0,2792,3,60.77,18.43,Premium
2235-EZAIK,Two year,DSL,Credit card (automatic),79.2,72,5401.9,0,2792,3,60.77,18.43,Premium
1960-UOTYM,Two year,DSL,Electronic check,79.2,52,4016.3,0,2792,3,60.77,18.43,Premium
3128-YOVTD,Month-to-month,Fiber optic,Bank transfer (automatic),79.15,51,4018.55,0,2806,3,66.4,12.75,Premium
4816-LXZYW,Month-to-month,Fiber optic,Electronic check,79.15,23,1676.95,1,2806,3,66.4,12.75,Premium
4210-QFJMF,Month-to-month,Fiber optic,Electronic check,79.15,4,317.25,1,2806,3,66.4,12.75,Premium
2254-DLXRI,Month-to-month,Fiber optic,Mailed check,79.15,1,79.15,0,2806,3,66.4,12.75,Premium
4818-QIUFN,Month-to-month,Fiber optic,Electronic check,79.15,20,1520.9,1,2806,3,66.4,12.75,Premium
5271-DBYSJ,Month-to-month,Fiber optic,Credit card (automatic),79.15,11,827.7,0,2806,3,66.4,12.75,Premium
7493-TPUWZ,Month-to-month,Fiber optic,Electronic check,79.15,1,79.15,1,2806,3,66.4,12.75,Premium
6574-MCOEH,One year,DSL,Electronic check,79.15,33,2531.4,0,2806,3,65.05,14.1,Premium
5318-YKDPV,Two year,DSL,Credit card (automatic),79.15,43,3566.6,0,2806,3,60.77,18.38,Premium
5915-ANOEI,Two year,DSL,Mailed check,79.15,70,5536.5,0,2806,3,60.77,18.38,Premium
8580-AECUZ,Month-to-month,Fiber optic,Electronic check,79.1,1,79.1,1,2816,3,66.4,12.7,Premium
4587-NUKOX,Month-to-month,Fiber optic,Electronic check,79.1,3,246.5,1,2816,3,66.4,12.7,Premium
6288-LBEAR,Month-to-month,Fiber optic,Mailed check,79.1,23,1783.75,0,2816,3,66.4,12.7,Premium
8766-PAFNE,Two year,DSL,Credit card (automatic),79.1,71,5564.85,0,2816,3,60.77,18.33,Premium
6400-BWQKW,Month-to-month,Fiber optic,Electronic check,79.05,6,434.5,1,2820,3,66.4,12.65,Premium
5960-WPXQM,Month-to-month,Fiber optic,Electronic check,79.05,1,79.05,1,2820,3,66.4,12.65,Premium
1036-GUDCL,Month-to-month,DSL,Credit card (automatic),79.05,60,4663.4,0,2820,3,66.4,12.65,Premium
8231-BSWXX,One year,Fiber optic,Credit card (automatic),79.05,71,5552.5,0,2820,3,65.05,14.0,Premium
7564-GHCVB,Two year,Fiber optic,Bank transfer (automatic),79.05,72,5730.7,0,2820,3,60.77,18.28,Premium
7198-GLXTC,Month-to-month,Fiber optic,Electronic check,79.0,2,143.65,1,2825,3,66.4,12.6,Premium
3088-LHEFH,Month-to-month,Fiber optic,Bank transfer (automatic),79.0,11,929.3,0,2825,3,66.4,12.6,Premium
6538-POCHL,Month-to-month,Fiber optic,Credit card (automatic),79.0,33,2576.8,0,2825,3,66.4,12.6,Premium
7638-QVMVY,Month-to-month,Fiber optic,Electronic check,79.0,7,522.95,1,2825,3,66.4,12.6,Premium
8752-STIVR,Month-to-month,Fiber optic,Electronic check,79.0,4,303.15,1,2825,3,66.4,12.6,Premium
4747-LCAQL,Month-to-month,DSL,Mailed check,79.0,25,1902.0,0,2825,3,66.4,12.6,Premium
8782-NUUOL,One year,DSL,Mailed check,79.0,60,4801.1,0,2825,3,65.05,13.95,Premium
8637-XJIVR,Month-to-month,Fiber optic,Electronic check,78.95,12,927.35,1,2832,3,66.4,12.55,Premium
7627-JKIAZ,Month-to-month,Fiber optic,Credit card (automatic),78.95,37,2839.65,1,2832,3,66.4,12.55,Premium
6689-TCZHQ,Month-to-month,Fiber optic,Electronic check,78.95,5,378.4,1,2832,3,66.4,12.55,Premium
5760-FXFVO,Month-to-month,Fiber optic,Electronic check,78.95,6,494.95,0,2832,3,66.4,12.55,Premium
8740-CRYFY,Month-to-month,Fiber optic,Electronic check,78.95,1,78.95,1,2832,3,66.4,12.55,Premium
1965-AKTSX,Month-to-month,Fiber optic,Electronic check,78.95,14,1101.85,1,2832,3,66.4,12.55,Premium
7129-AZJDE,One year,Fiber optic,Bank transfer (automatic),78.95,34,2647.2,0,2832,3,65.05,13.9,Premium
9138-EFSMO,One year,Fiber optic,Bank transfer (automatic),78.95,26,2034.25,0,2832,3,65.05,13.9,Premium
4000-VGMQP,One year,DSL,Credit card (automatic),78.95,38,2862.55,0,2832,3,65.05,13.9,Premium
2091-GPPIQ,Two year,DSL,Electronic check,78.95,72,5730.15,0,2832,3,60.77,18.18,Premium
7126-RBHSD,Month-to-month,Fiber optic,Electronic check,78.9,17,1348.95,0,2842,3,66.4,12.5,Premium
6311-UEUME,Month-to-month,Fiber optic,Electronic check,78.9,29,2384.15,1,2842,3,66.4,12.5,Premium
3714-XPXBW,Month-to-month,DSL,Credit card (automatic),78.9,37,2976.95,0,2842,3,66.4,12.5,Premium
9465-RWMXL,Month-to-month,Fiber optic,Electronic check,78.9,32,2447.95,1,2842,3,66.4,12.5,Premium
3855-ONCAR,Month-to-month,Fiber optic,Mailed check,78.9,4,299.75,0,2842,3,66.4,12.5,Premium
8627-ZYGSZ,One year,Fiber optic,Electronic check,78.9,47,3650.35,0,2842,3,65.05,13.85,Premium
6339-RZCBJ,Two year,DSL,Credit card (automatic),78.9,48,3771.5,0,2842,3,60.77,18.13,Premium
5175-WLYXL,Month-to-month,Fiber optic,Mailed check,78.85,22,1600.25,0,2849,3,66.4,12.45,Premium
9231-ZJYAM,Month-to-month,Fiber optic,Electronic check,78.85,4,292.8,1,2849,3,66.4,12.45,Premium
2190-BCXEC,Month-to-month,Fiber optic,Credit card (automatic),78.85,40,3126.85,0,2849,3,66.4,12.45,Premium
2956-GGUCQ,Month-to-month,Fiber optic,Electronic check,78.85,24,1772.25,1,2849,3,66.4,12.45,Premium
6646-JPPHA,Month-to-month,Fiber optic,Electronic check,78.85,14,1043.8,0,2849,3,66.4,12.45,Premium
7285-KLOTR,One year,DSL,Electronic check,78.85,12,876.75,0,2849,3,65.05,13.8,Premium
9065-ZCPQX,Two year,DSL,Bank transfer (automatic),78.85,72,5763.15,0,2849,3,60.77,18.08,Premium
6372-RFVNS,Month-to-month,Fiber optic,Electronic check,78.8,1,78.8,1,2856,3,66.4,12.4,Premium
3955-JBZZM,Month-to-month,Fiber optic,Electronic check,78.8,20,1641.3,0,2856,3,66.4,12.4,Premium
9355-NPPFS,Month-to-month,Fiber optic,Electronic check,78.8,26,2006.1,0,2856,3,66.4,12.4,Premium
7838-LAZFO,One year,DSL,Bank transfer (automatic),78.8,45,3597.5,0,2856,3,65.05,13.75,Premium
9027-TMATR,Two year,DSL,Electronic check,78.8,43,3460.3,0,2856,3,60.77,18.03,Premium
1569-TTNYJ,Month-to-month,Fiber optic,Electronic check,78.75,5,412.1,1,2861,3,66.4,12.35,Premium
6175-IRFIT,Month-to-month,Fiber optic,Mailed check,78.75,5,426.35,0,2861,3,66.4,12.35,Premium
2971-SGAFL,Month-to-month,DSL,Electronic check,78.75,13,995.35,0,2861,3,66.4,12.35,Premium
1226-IENZN,Month-to-month,Fiber optic,Electronic check,78.75,16,1218.25,0,2861,3,66.4,12.35,Premium
4091-TVOCN,One year,DSL,Credit card (automatic),78.75,48,3682.45,0,2861,3,65.05,13.7,Premium
0607-MVMGC,One year,DSL,Credit card (automatic),78.75,45,3600.65,0,2861,3,65.05,13.7,Premium
0661-KBKPA,One year,DSL,Mailed check,78.75,53,3942.45,0,2861,3,65.05,13.7,Premium
8456-QDAVC,Month-to-month,Fiber optic,Bank transfer (automatic),78.7,19,1495.1,0,2868,3,66.4,12.3,Premium
8945-GRKHX,Month-to-month,Fiber optic,Electronic check,78.65,1,78.65,1,2869,3,66.4,12.25,Premium
1356-MKYSK,Month-to-month,DSL,Credit card (automatic),78.65,6,483.3,0,2869,3,66.4,12.25,Premium
4626-OZDTJ,One year,DSL,Credit card (automatic),78.65,51,3950.85,0,2869,3,65.05,13.6,Premium
7163-OCEQI,One year,DSL,Mailed check,78.65,22,1663.75,0,2869,3,65.05,13.6,Premium
0565-IYCGT,One year,DSL,Credit card (automatic),78.6,69,5356.45,1,2873,3,65.05,13.55,Premium
6427-FEFIG,Two year,DSL,Credit card (automatic),78.6,24,1846.65,0,2873,3,60.77,17.83,Premium
4059-IIEBK,Month-to-month,Fiber optic,Bank transfer (automatic),78.55,7,522.95,0,2875,3,66.4,12.15,Premium
1304-NECVQ,Month-to-month,Fiber optic,Electronic check,78.55,2,149.55,1,2875,3,66.4,12.15,Premium
6877-LGWXO,Month-to-month,Fiber optic,Electronic check,78.55,18,1422.65,1,2875,3,66.4,12.15,Premium
7673-LPRNY,One year,DSL,Electronic check,78.55,23,1843.05,0,2875,3,65.05,13.5,Premium
2272-UOINI,Month-to-month,DSL,Electronic check,78.5,7,571.05,0,2879,3,66.4,12.1,Premium
5288-AHOUP,Month-to-month,Fiber optic,Electronic check,78.5,11,874.2,0,2879,3,66.4,12.1,Premium
9837-BMCLM,Month-to-month,Fiber optic,Electronic check,78.5,3,242.05,1,2879,3,66.4,12.1,Premium
7173-TETGO,Two year,Fiber optic,Bank transfer (automatic),78.5,72,5602.25,0,2879,3,60.77,17.73,Premium
3249-ZPQRG,Month-to-month,Fiber optic,Electronic check,78.45,4,330.05,1,2883,3,66.4,12.05,Premium
4183-WCSEP,Month-to-month,Fiber optic,Electronic check,78.45,31,2435.15,1,2883,3,66.4,12.05,Premium
9885-CSMWE,Month-to-month,Fiber optic,Electronic check,78.45,1,78.45,1,2883,3,66.4,12.05,Premium
1032-MAELW,One year,DSL,Electronic check,78.45,68,5333.35,0,2883,3,65.05,13.4,Premium
8336-TAVKX,Two year,DSL,Bank transfer (automatic),78.45,72,5682.25,0,2883,3,60.77,17.68,Premium
8434-PNQZX,Two year,DSL,Credit card (automatic),78.45,42,3373.4,0,2883,3,60.77,17.68,Premium
2516-XSJKX,Two year,DSL,Electronic check,78.45,41,3126.45,0,2883,3,60.77,17.68,Premium
0810-BDHAW,One year,DSL,Electronic check,78.4,24,1832.4,0,2890,3,65.05,13.35,Premium
0584-BJQGZ,Month-to-month,DSL,Bank transfer (automatic),78.35,25,1837.9,0,2891,3,66.4,11.95,Premium
9917-KWRBE,One year,DSL,Credit card (automatic),78.35,41,3211.2,0,2891,3,65.05,13.3,Premium
1492-KGETH,One year,DSL,Bank transfer (automatic),78.35,70,5445.95,0,2891,3,65.05,13.3,Premium
7018-WBJNK,Month-to-month,Fiber optic,Credit card (automatic),78.3,13,1033.95,0,2894,3,66.4,11.9,Premium
1689-MRZQR,Month-to-month,Fiber optic,Electronic check,78.3,34,2564.3,1,2894,3,66.4,11.9,Premium
6178-KFNHS,Month-to-month,Fiber optic,Electronic check,78.3,12,909.25,1,2894,3,66.4,11.9,Premium
4013-TLDHQ,Month-to-month,Fiber optic,Electronic check,78.25,19,1490.95,1,2897,3,66.4,11.85,Premium
0365-GXEZS,Month-to-month,Fiber optic,Electronic check,78.2,18,1468.75,0,2898,3,66.4,11.8,Premium
0068-FIGTF,One year,DSL,Mailed check,78.2,27,2078.95,0,2898,3,65.05,13.15,Premium
5606-AMZBO,Month-to-month,Fiber optic,Credit card (automatic),78.15,10,765.15,0,2900,3,66.4,11.75,Premium
3096-IZETN,Month-to-month,Fiber optic,Bank transfer (automatic),78.1,12,947.3,1,2901,3,66.4,11.7,Premium
7072-MBHEV,Month-to-month,Fiber optic,Credit card (automatic),78.1,11,864.85,0,2901,3,66.4,11.7,Premium
3317-VLGQT,Month-to-month,Fiber optic,Electronic check,78.1,14,1122.4,0,2901,3,66.4,11.7,Premium
4412-YLTKF,Month-to-month,Fiber optic,Electronic check,78.05,27,2135.5,1,2904,3,66.4,11.65,Premium
2777-PHDEI,Month-to-month,Fiber optic,Electronic check,78.05,1,78.05,1,2904,3,66.4,11.65,Premium
8981-FJGLA,Month-to-month,Fiber optic,Mailed check,78.0,11,851.8,0,2906,3,66.4,11.6,Premium
7696-AMHOD,One year,DSL,Credit card (automatic),78.0,49,3824.2,0,2906,3,65.05,12.95,Premium
8387-MOJJT,Month-to-month,Fiber optic,Credit card (automatic),77.95,42,3384.0,1,2908,3,66.4,11.55,Premium
7786-WBJYI,Month-to-month,Fiber optic,Bank transfer (automatic),77.95,4,305.55,1,2908,3,66.4,11.55,Premium
5419-JKZNQ,Month-to-month,Fiber optic,Mailed check,77.9,30,2351.45,0,2910,3,66.4,11.5,Premium
6376-GAHQE,Month-to-month,Fiber optic,Electronic check,77.85,4,299.2,1,2911,3,66.4,11.45,Premium
0475-RIJEP,Month-to-month,Fiber optic,Electronic check,77.85,43,3365.85,1,2911,3,66.4,11.45,Premium
4465-VDKIQ,Month-to-month,Fiber optic,Electronic check,77.8,18,1358.6,0,2913,3,66.4,11.4,Premium
0813-TAXXS,Two year,DSL,Bank transfer (automatic),77.8,55,4323.35,0,2913,3,60.77,17.03,Premium
3537-HPKQT,Month-to-month,Fiber optic,Credit card (automatic),77.75,55,4266.4,0,2915,3,66.4,11.35,Premium
5536-SLHPM,Month-to-month,Fiber optic,Electronic check,77.75,55,4458.15,1,2915,3,66.4,11.35,Premium
2754-XBHTB,Month-to-month,Fiber optic,Bank transfer (automatic),77.65,9,714.15,1,2917,3,66.4,11.25,Premium
1121-QSIVB,One year,DSL,Mailed check,77.55,44,3471.1,0,2918,3,65.05,12.5,Premium
8722-PRFDV,Two year,DSL,Credit card (automatic),77.55,71,5574.35,0,2918,3,60.77,16.78,Premium
9776-CLUJA,Month-to-month,Fiber optic,Electronic check,77.5,51,3807.35,1,2920,3,66.4,11.1,Premium
8559-CIZFV,One year,DSL,Mailed check,77.5,21,1625.0,1,2920,3,65.05,12.45,Premium
8543-MSDMF,Month-to-month,DSL,Electronic check,77.4,3,206.15,0,2922,3,66.4,11.0,Premium
7247-XOZPB,One year,DSL,Bank transfer (automatic),77.4,53,4155.95,0,2922,3,65.05,12.35,Premium
3429-IFLEM,Two year,DSL,Credit card (automatic),77.35,71,5550.1,0,2924,3,60.77,16.58,Premium
5329-KRDTM,Two year,DSL,Credit card (automatic),77.35,72,5396.25,0,2924,3,60.77,16.58,Premium
8205-VSLRB,Two year,DSL,Credit card (automatic),77.3,70,5498.2,0,2926,3,60.77,16.53,Premium
9086-YJYXS,One year,DSL,Bank transfer (automatic),77.2,34,2753.8,0,2927,3,65.05,12.15,Premium
2609-IAICY,Month-to-month,Fiber optic,Electronic check,77.15,1,77.15,1,2928,3,66.4,10.75,Premium
3082-YVEKW,Two year,DSL,Bank transfer (automatic),77.15,23,1759.4,0,2928,3,60.77,16.38,Premium
8258-GSTJK,Month-to-month,Fiber optic,Electronic check,77.0,3,237.75,1,2930,3,66.4,10.6,Premium
5835-BEQEU,Month-to-month,Fiber optic,Electronic check,76.95,3,228.4,1,2931,3,66.4,10.55,Premium
6586-MYGKD,Two year,DSL,Credit card (automatic),76.95,70,5289.8,0,2931,3,60.77,16.18,Premium
2661-GKBTK,Two year,DSL,Bank transfer (automatic),76.95,60,4543.95,0,2931,3,60.77,16.18,Premium
3442-ZHHCC,One year,DSL,Credit card (automatic),76.9,68,5023.0,0,2934,3,65.05,11.85,Premium
6283-GITPX,Two year,DSL,Credit card (automatic),76.9,71,5522.7,0,2934,3,60.77,16.13,Premium
1219-NNDDO,Month-to-month,Fiber optic,Electronic check,76.85,9,663.55,0,2936,3,66.4,10.45,Premium
8023-QHAIO,Month-to-month,Fiber optic,Bank transfer (automatic),76.85,56,4275.75,0,2936,3,66.4,10.45,Premium
9926-PJHDQ,Two year,DSL,Bank transfer (automatic),76.8,72,5468.45,0,2938,3,60.77,16.03,Premium
8932-CZHRQ,One year,DSL,Credit card (automatic),76.75,68,5233.25,0,2939,3,65.05,11.7,Premium
8097-OMULG,One year,DSL,Credit card (automatic),76.75,59,4541.9,0,2939,3,65.05,11.7,Premium
1092-GANHU,Month-to-month,Fiber optic,Electronic check,76.65,17,1313.55,1,2941,3,66.4,10.25,Premium
2919-HBCJO,Month-to-month,Fiber optic,Bank transfer (automatic),76.65,4,333.6,1,2941,3,66.4,10.25,Premium
1689-YQBYY,Month-to-month,Fiber optic,Electronic check,76.6,12,893.0,0,2943,3,66.4,10.2,Premium
2305-MRGLV,Month-to-month,Fiber optic,Bank transfer (automatic),76.55,28,2065.4,0,2944,3,66.4,10.15,Premium
4846-WHAFZ,Month-to-month,Fiber optic,Electronic check,76.5,37,2868.15,1,2945,3,66.4,10.1,Premium
7625-XCQRH,Month-to-month,Fiber optic,Electronic check,76.5,11,837.95,1,2945,3,66.4,10.1,Premium
