customerID,Contract,MonthlyCharges,tenure,risk_score,risk_label,lifetime_value,Churn
5089-IFSDP,Two year,109.45,58,0,Low,6348.1,true
6418-HNFED,Two year,83.25,51,0,Low,4245.75,false
0206-OYVOC,Two year,19.25,46,3,Medium,885.5,false
7291-CDTMJ,Month-to-month,19.65,1,6,High,19.65,false
7128-GGCNO,Month-to-month,72.8,46,4,Medium,3348.8,false
0237-YFUTL,Month-to-month,109.65,50,3,Medium,5482.5,false
7691-KGKGP,Month-to-month,65.0,53,3,Medium,3445.0,false
6710-HSJRD,Month-to-month,114.1,61,6,High,6960.1,false
3675-EQOZA,Month-to-month,20.65,5,6,High,103.25,false
0840-DCNZE,One year,86.95,47,2,Low,4086.65,false
1732-FEKLD,One year,94.75,54,1,Low,5116.5,false
9862-KJTYK,Month-to-month,25.35,19,5,High,481.65,false
0479-HMSWA,Two year,105.45,26,4,Medium,2741.7,false
5854-KSRBJ,Two year,25.4,70,2,Low,1778.0,false
0365-BZUWY,Month-to-month,102.55,17,8,Critical,1743.35,false
4817-VYYWS,Month-to-month,100.2,30,7,Critical,3006.0,true
5701-SVCWR,Month-to-month,24.0,1,8,Critical,24.0,false
3129-AAQOU,Two year,25.6,19,4,Medium,486.4,false
4922-CVPDX,Two year,73.5,26,1,Low,1911.0,false
1396-QWFBJ,Month-to-month,74.05,21,5,High,1555.05,true
1357-BIJKI,One year,98.25,50,4,Medium,4912.5,false
1099-BTKWT,One year,54.4,68,4,Medium,3699.2,false
5299-SJCZT,Month-to-month,101.55,3,6,High,304.65,true
2018-PZKMU,Month-to-month,103.1,9,9,Critical,927.9,false
7340-KEFQE,Two year,34.2,51,0,Low,1744.2,false
4570-QHXHL,Month-to-month,43.75,9,9,Critical,393.75,false
2403-BCASL,One year,111.95,41,5,High,4589.95,true
7392-YYPYJ,Month-to-month,100.65,22,8,Critical,2214.3,false
2898-LSJGD,One year,55.95,21,6,High,1174.95,true
2223-GDSHL,Two year,116.05,71,0,Low,8239.55,false
7359-PTSXY,Month-to-month,45.75,1,9,Critical,45.75,true
9470-RTWDV,One year,82.0,26,2,Low,2132.0,false
2176-OSJUV,Two year,65.15,71,0,Low,4625.65,false
9348-YVOMK,Month-to-month,44.8,4,6,High,179.2,false
8104-OSKWT,Month-to-month,79.8,12,9,Critical,957.6,false
4521-YEEHE,Month-to-month,88.85,18,8,Critical,1599.3,false
4090-KPJIP,Month-to-month,74.95,3,9,Critical,224.85,false
3786-WOVKF,One year,106.85,72,1,Low,7693.2,false
4503-BDXBD,Month-to-month,74.95,11,9,Critical,824.45,true
6086-ESGRL,Month-to-month,80.15,1,6,High,80.15,true
2592-HODOV,One year,19.3,13,3,Medium,250.9,false
3886-CERTZ,One year,109.25,72,4,Medium,7866.0,true
7995-ZHHNZ,One year,56.1,42,2,Low,2356.2,false
3824-RHKVR,Month-to-month,19.7,17,5,High,334.9,false
5816-SCGFC,Month-to-month,51.3,7,8,Critical,359.1,false
5989-AXPUC,Two year,118.6,68,2,Low,8064.8,false
4979-HPRFL,Two year,24.15,56,0,Low,1352.4,false
8590-OHDIW,One year,20.3,38,4,Medium,771.4,false
8015-IHCGW,Two year,115.5,72,3,Medium,8316.0,false
2332-TODQS,One year,25.05,48,2,Low,1202.4,false
9278-VZKCD,Month-to-month,109.1,52,6,High,5673.2,false
8008-OTEZX,One year,19.65,35,4,Medium,687.75,false
2773-OVBPK,Two year,111.3,67,0,Low,7457.1,false
5999-LCXAO,Month-to-month,29.9,1,8,Critical,29.9,false
5206-XZZQI,Month-to-month,80.6,53,5,High,4271.8,false
4803-LBYPN,Month-to-month,20.8,34,6,High,707.2,false
5759-RCVCB,Month-to-month,35.2,3,6,High,105.6,true
6372-RFVNS,Month-to-month,78.8,1,9,Critical,78.8,true
2139-FQHLM,Month-to-month,89.95,19,7,Critical,1709.05,false
8261-GWDBQ,Two year,116.05,60,0,Low,6963.0,false
1093-YSWCA,Two year,19.55,11,3,Medium,215.05,false
8938-UMKPI,Month-to-month,106.4,47,7,Critical,5000.8,true
0991-BRRFB,Month-to-month,49.4,18,8,Critical,889.2,true
3882-IYOIJ,Two year,115.25,60,0,Low,6915.0,false
8749-TZYEC,Two year,24.8,72,0,Low,1785.6,false
1755-FZQEC,One year,19.9,39,4,Medium,776.1,false
3115-JPJDD,One year,81.25,59,1,Low,4793.75,false
5600-KTXFM,Month-to-month,69.95,2,8,Critical,139.9,false
3871-IKPYH,Month-to-month,69.1,1,9,Critical,69.1,true
6319-IEJWJ,Month-to-month,90.2,20,8,Critical,1804.0,true
9025-AOMKI,Month-to-month,93.55,6,6,High,561.3,true
6339-TBELP,Two year,86.4,71,0,Low,6134.4,false
7964-YESJC,Month-to-month,66.3,24,7,Critical,1591.2,false
6173-GOLSU,Month-to-month,94.65,67,3,Medium,6341.55,false
5275-SQEIZ,Month-to-month,80.85,1,8,Critical,80.85,true
7716-YTYHG,One year,82.05,48,4,Medium,3938.4,true
9938-ZREHM,One year,72.1,37,4,Medium,2667.7,false
7950-XWOVN,Month-to-month,34.7,11,8,Critical,381.7,false
4390-KYULV,Month-to-month,20.55,3,6,High,61.65,true
4647-MUZON,Month-to-month,95.95,18,5,High,1727.1,false
9702-AIUJO,One year,44.8,50,1,Low,2240.0,false
8849-PRIQJ,One year,109.4,67,4,Medium,7329.8,false
8851-RAGOV,Month-to-month,71.05,25,6,High,1776.25,false
1304-NECVQ,Month-to-month,78.55,2,9,Critical,157.1,true
5396-IZEPB,Month-to-month,19.7,9,6,High,177.3,false
1729-VLAZJ,One year,40.25,10,6,High,402.5,false
8285-ABVLB,Two year,19.85,70,0,Low,1389.5,false
0701-TJSEF,Month-to-month,68.25,9,6,High,614.25,false
5712-VBOXD,Month-to-month,20.15,4,6,High,80.6,false
6629-LADHQ,Month-to-month,50.95,2,8,Critical,101.9,false
8945-GRKHX,Month-to-month,78.65,1,9,Critical,78.65,true
1559-DTODC,Month-to-month,25.15,19,5,High,477.85,false
4797-MIWUM,Month-to-month,20.25,7,6,High,141.75,false
6959-UWKHF,Month-to-month,42.9,1,9,Critical,42.9,true
8720-RQSBJ,Month-to-month,44.0,1,9,Critical,44.0,false
4537-CIBHB,One year,20.25,9,6,High,182.25,false
3815-SLMEF,Month-to-month,34.25,3,8,Critical,102.75,true
5154-VEKBL,Month-to-month,58.5,9,8,Critical,526.5,true
4324-AHJKS,Month-to-month,55.8,5,6,High,279.0,false
4355-CVPVS,One year,88.9,56,1,Low,4978.4,false
4495-LHSSK,Month-to-month,57.65,18,7,Critical,1037.7,false
5655-JSMZM,Month-to-month,96.2,49,6,High,4713.8,true
5915-ANOEI,Two year,79.15,70,2,Low,5540.5,false
9861-PDSZP,Two year,108.05,72,0,Low,7779.6,false
4505-EXZHB,Month-to-month,74.4,6,9,Critical,446.4,true
7225-CBZPL,Month-to-month,94.8,17,8,Critical,1611.6,false
6704-UTUKK,Month-to-month,45.9,29,7,Critical,1331.1,false
4587-VVTOX,Month-to-month,105.3,6,9,Critical,631.8,true
2019-HDCZY,Two year,102.6,63,3,Medium,6463.8,false
4652-NNHNY,Month-to-month,73.85,16,5,High,1181.6,true
8788-DOXSU,One year,61.35,59,1,Low,3619.65,false
7404-JLKQG,Month-to-month,57.55,3,9,Critical,172.65,false
7421-ZLUPA,Month-to-month,29.25,8,8,Critical,234.0,false
8972-HJWNV,Month-to-month,84.55,7,9,Critical,591.85,true
3274-NSDWE,Two year,19.6,68,0,Low,1332.8,false
2632-IVXVF,Two year,111.75,68,0,Low,7599.0,false
3692-JHONH,One year,106.5,52,4,Medium,5538.0,false
8915-NNTRC,Two year,107.7,72,0,Low,7754.4,false
5914-GXMDA,One year,19.3,32,4,Medium,617.6,false
7463-IFMQU,Two year,20.05,72,0,Low,1443.6,false
2920-RNCEZ,Month-to-month,69.95,1,6,High,69.95,false
2541-YGPKE,One year,63.7,42,2,Low,2675.4,false
8515-OCTJS,Two year,24.75,25,1,Low,618.75,true
5382-TEMLV,Month-to-month,50.9,45,4,Medium,2290.5,false
3441-CGZJH,One year,60.4,43,2,Low,2597.2,false
9592-ERDKV,One year,79.25,37,4,Medium,2932.25,false
2860-RANUS,Month-to-month,85.8,20,5,High,1716.0,true
5261-QSHQM,Month-to-month,24.45,4,9,Critical,97.8,true
4778-IZARL,Two year,110.1,63,0,Low,6936.3,false
0432-CAJZV,Month-to-month,90.7,3,8,Critical,272.1,false
7008-LZVOZ,Two year,25.3,66,0,Low,1669.8,false
8868-WOZGU,Month-to-month,105.7,28,7,Critical,2959.6,true
1200-TUZHR,Month-to-month,85.2,8,9,Critical,681.6,false
9365-CSLBQ,Two year,24.35,71,2,Low,1728.85,false
1334-FJSVR,Month-to-month,24.25,1,9,Critical,24.25,true
5884-FBCTL,Two year,25.1,72,0,Low,1807.2,false
7130-CTCUS,Month-to-month,54.55,16,5,High,872.8,false
6242-FEGFD,Two year,96.6,66,2,Low,6375.6,false
7625-XCQRH,Month-to-month,76.5,11,9,Critical,841.5,true
6194-HBGQN,One year,81.15,51,1,Low,4138.65,false
7634-WSWDB,Month-to-month,38.5,8,9,Critical,308.0,false
6986-IXNDM,Month-to-month,92.9,14,8,Critical,1300.6,false
1731-TVIUK,Month-to-month,93.5,4,9,Critical,374.0,true
2987-BJXIK,Two year,84.7,70,2,Low,5929.0,false
9769-TSBZE,Two year,66.0,70,3,Medium,4620.0,false
0406-BPDVR,One year,101.5,54,1,Low,5481.0,true
0618-XWMSS,Month-to-month,74.9,28,4,Medium,2097.2,true
1395-WSWXR,Two year,20.75,24,4,Medium,498.0,false
6023-GSSXW,Two year,61.45,69,0,Low,4240.05,false
6752-APNJL,Month-to-month,54.5,42,6,High,2289.0,false
5276-KQWHG,Month-to-month,69.6,2,9,Critical,139.2,true
0420-HLGXF,Month-to-month,99.75,39,7,Critical,3890.25,false
7446-KQISO,Two year,109.75,45,1,Low,4938.75,false
9823-EALYC,Two year,80.85,72,0,Low,5821.2,false
0582-AVCLN,Two year,20.3,38,3,Medium,771.4,false
5803-NQJZO,Two year,67.8,72,0,Low,4881.6,false
2565-JSLRY,Month-to-month,24.05,1,8,Critical,24.05,true
2607-DHDAK,Two year,19.8,72,0,Low,1425.6,false
1073-XXCZD,Two year,25.7,55,0,Low,1413.5,false
0743-HRVFF,One year,56.15,51,4,Medium,2863.65,false
4006-HKYHO,Two year,86.7,63,0,Low,5462.1,false
3727-JEZTU,Month-to-month,20.4,1,8,Critical,20.4,false
8143-ETQTI,Two year,19.65,23,4,Medium,451.95,false
6689-KXGBO,Month-to-month,50.55,1,9,Critical,50.55,true
9667-TKTVZ,Month-to-month,54.35,2,8,Critical,108.7,false
3657-COGMW,Month-to-month,108.1,52,3,Medium,5621.2,false
8570-KLJYJ,One year,54.45,36,4,Medium,1960.2,false
7754-IXRMC,Month-to-month,45.35,1,8,Critical,45.35,false
9473-CBZOP,One year,59.0,28,4,Medium,1652.0,false
2969-WGHQO,One year,69.45,7,7,Critical,486.15,false
6615-NGGZJ,Month-to-month,100.55,14,8,Critical,1407.7,true
4334-HOWRP,Two year,64.95,72,0,Low,4676.4,false
4255-DDUOU,Month-to-month,20.5,1,8,Critical,20.5,true
5863-OOKCL,Month-to-month,18.85,10,8,Critical,188.5,false
1686-STUHN,One year,19.8,42,2,Low,831.6,false
1329-VHWNP,Month-to-month,25.05,7,6,High,175.35,false
2984-MIIZL,Month-to-month,74.8,4,6,High,299.2,true
0266-GMEAO,Two year,114.3,72,0,Low,8229.6,false
5590-YRFJT,Month-to-month,24.45,20,8,Critical,489.0,true
5574-NXZIU,Two year,109.2,63,0,Low,6879.6,false
0019-GFNTW,Two year,45.05,56,0,Low,2522.8,false
4256-ZWTZI,Month-to-month,51.0,5,8,Critical,255.0,false
8309-PPCED,Two year,110.45,72,0,Low,7952.4,false
4098-NAUKP,Month-to-month,84.65,68,6,High,5756.2,false
5196-WPYOW,One year,60.05,67,3,Medium,4023.35,false
4608-LCIMN,Month-to-month,44.65,8,6,High,357.2,false
1485-YDHMM,Month-to-month,93.25,52,3,Medium,4849.0,false
4054-CUMIA,Month-to-month,20.25,18,7,Critical,364.5,false
0603-TPMIB,Two year,25.45,59,2,Low,1501.55,false
2525-GVKQU,Two year,20.6,60,2,Low,1236.0,false
8161-QYMTT,Month-to-month,94.1,7,9,Critical,658.7,false
9581-GVBXT,One year,34.8,59,3,Medium,2053.2,false
5862-BRIXZ,Two year,60.75,46,1,Low,2794.5,false
5404-GGUKR,Month-to-month,51.35,5,9,Critical,256.75,false
3308-JSGML,Two year,64.05,59,0,Low,3778.95,false
2126-GSEGL,Two year,84.8,70,0,Low,5936.0,false
3677-TNKIO,Month-to-month,71.0,14,5,High,994.0,true
0440-QEXBZ,Month-to-month,50.15,44,6,High,2206.6,false
2434-EEVDB,Two year,94.6,64,0,Low,6054.4,false
6762-QVYJO,Two year,59.75,58,2,Low,3465.5,false
6199-IWKGC,One year,100.25,46,5,High,4611.5,false
2675-DHUTR,Month-to-month,98.9,58,6,High,5736.2,false
8152-VETUR,Two year,97.7,72,0,Low,7034.4,false
9667-EQRXU,Month-to-month,40.3,30,7,Critical,1209.0,true
7446-YPODE,Month-to-month,60.25,11,6,High,662.75,false
9522-BNTHX,Month-to-month,56.25,34,7,Critical,1912.5,false
4676-WLUHT,Two year,46.2,54,0,Low,2494.8,false
3329-WDIOK,Month-to-month,50.6,3,9,Critical,151.8,true
7980-MHFLQ,Two year,24.9,72,2,Low,1792.8,false
2873-ZLIWT,Month-to-month,84.85,40,7,Critical,3394.0,true
3415-TAILE,Month-to-month,65.7,2,8,Critical,131.4,true
0757-WCUUZ,Two year,63.35,54,0,Low,3420.9,false
1629-DQQVB,Month-to-month,50.1,14,5,High,701.4,false
1915-IOFGU,Month-to-month,70.5,1,9,Critical,70.5,true
3045-XETSH,Month-to-month,94.85,10,9,Critical,948.5,true
0374-AACSZ,Month-to-month,50.15,1,9,Critical,50.15,false
7239-HZZCX,Month-to-month,19.75,1,8,Critical,19.75,true
4872-VXRIL,One year,64.65,56,1,Low,3620.4,false
9140-CZQZZ,Two year,79.6,68,0,Low,5412.8,false
3423-HHXAO,One year,19.5,14,5,High,273.0,false
9938-TKDGL,Two year,99.55,68,3,Medium,6769.4,false
0531-ZZJWQ,Month-to-month,74.0,55,6,High,4070.0,false
6537-QLGEX,Month-to-month,38.9,16,8,Critical,622.4,false
2688-BHGOG,Month-to-month,79.55,9,9,Critical,715.95,false
7683-CBDKJ,Month-to-month,65.45,14,8,Critical,916.3,true
0946-CLJTI,Month-to-month,98.7,58,6,High,5724.6,true
3160-TYXLT,Month-to-month,46.3,53,3,Medium,2453.9,false
1325-USMEC,Two year,99.35,70,0,Low,6954.5,false
0916-QOFDP,Month-to-month,95.8,14,8,Critical,1341.2,false
0628-CNQRM,One year,67.5,22,3,Medium,1485.0,true
5606-AMZBO,Month-to-month,78.15,10,6,High,781.5,false
6199-IPCAO,Two year,26.1,29,3,Medium,756.9,false
7665-TOALD,Month-to-month,69.6,1,9,Critical,69.6,true
0112-QWPNC,One year,84.35,49,4,Medium,4133.15,true
0324-BRPCJ,Month-to-month,100.2,68,6,High,6813.6,true
2777-PHDEI,Month-to-month,78.05,1,9,Critical,78.05,true
5640-CAXOA,One year,40.35,30,2,Low,1210.5,false
2235-EZAIK,Two year,79.2,72,0,Low,5702.4,false
3847-BAERP,Month-to-month,20.9,10,8,Critical,209.0,false
1196-AMORA,Month-to-month,73.6,7,9,Critical,515.2,true
4282-YMKNA,Month-to-month,74.75,9,9,Critical,672.75,true
1453-RZFON,Month-to-month,49.9,1,8,Critical,49.9,false
8263-OKETD,Month-to-month,68.9,20,5,High,1378.0,false
0670-KDOMA,Month-to-month,20.25,1,8,Critical,20.25,false
2476-YGEFM,Month-to-month,76.0,29,4,Medium,2204.0,false
8687-BAFGU,Month-to-month,74.0,1,9,Critical,74.0,false
0641-EVBOJ,Month-to-month,82.3,3,8,Critical,246.9,false
0829-XXPLX,Month-to-month,89.4,20,5,High,1788.0,false
9974-JFBHQ,Month-to-month,99.15,64,3,Medium,6345.6,false
5356-RHIPP,Month-to-month,20.2,1,8,Critical,20.2,true
6624-JDRDS,Month-to-month,29.45,6,6,High,176.7,false
0608-JDVEC,Two year,19.8,50,3,Medium,990.0,false
9780-FKVVF,Month-to-month,59.15,6,6,High,354.9,false
1919-RTPQD,Month-to-month,44.75,7,9,Critical,313.25,false
5214-NLTIT,Two year,90.8,72,0,Low,6537.6,false
3345-PBBFH,Month-to-month,49.55,8,6,High,396.4,false
5055-BRMNE,Two year,106.7,67,0,Low,7148.9,false
9189-JWSHV,Month-to-month,93.55,24,8,Critical,2245.2,true
2190-PHBHR,Two year,94.45,72,0,Low,6800.4,false
2650-GYRYL,One year,19.45,33,2,Low,641.85,false
0746-JTRFU,Month-to-month,25.05,2,9,Critical,50.1,true
5208-FVQKB,Two year,67.95,70,2,Low,4756.5,false
7184-LRUUR,One year,65.25,22,3,Medium,1435.5,false
6627-CFOSN,Month-to-month,99.45,59,3,Medium,5867.55,false
3982-JGSFD,One year,20.35,36,2,Low,732.6,false
1574-DYCWE,Two year,19.95,51,2,Low,1017.45,false
7247-XOZPB,One year,77.4,53,1,Low,4102.2,false
2466-FCCPT,One year,19.7,20,3,Medium,394.0,false
6211-WWLTF,Two year,99.7,63,0,Low,6281.1,false
4826-TZEVA,Month-to-month,74.8,40,4,Medium,2992.0,false
6016-NXBNJ,One year,19.15,35,4,Medium,670.25,false
9138-EFSMO,One year,78.95,26,2,Low,2052.7,false
0576-WNXXC,Month-to-month,95.55,27,7,Critical,2579.85,true
4632-XJMEX,One year,62.85,53,1,Low,3331.05,false
8910-LEDAG,Month-to-month,71.55,34,4,Medium,2432.7,false
3452-GWUIN,Month-to-month,94.95,19,8,Critical,1804.05,false
2716-GFZOR,Month-to-month,86.1,43,4,Medium,3702.3,false
3724-UCSHY,Month-to-month,19.55,6,8,Critical,117.3,false
8626-XHBIE,Two year,24.8,56,2,Low,1388.8,false
4628-CTTLA,Month-to-month,39.3,57,6,High,2240.1,true
3192-LNKRK,Month-to-month,84.05,34,6,High,2857.7,false
4439-YRNVD,Month-to-month,36.25,10,9,Critical,362.5,false
2876-VBBBL,Month-to-month,20.25,1,8,Critical,20.25,true
6834-NXDCA,Month-to-month,23.9,13,8,Critical,310.7,true
2208-UGTGR,Month-to-month,98.6,56,6,High,5521.6,false
3005-TYFRD,Month-to-month,103.65,55,3,Medium,5700.75,false
8670-MEFCP,Two year,92.9,36,1,Low,3344.4,false
3079-BCHLN,One year,19.9,47,2,Low,935.3,false
7777-UNYHB,Month-to-month,20.1,12,6,High,241.2,false
5597-GLBUC,Month-to-month,85.45,1,9,Critical,85.45,true
7278-CKDNC,Month-to-month,80.5,24,8,Critical,1932.0,false
2748-MYRVK,One year,99.9,63,1,Low,6293.7,true
8450-UYIBU,Month-to-month,39.85,35,7,Critical,1394.75,false
2969-VAPYH,One year,60.5,67,1,Low,4053.5,false
4822-YCXMX,Month-to-month,84.8,25,7,Critical,2120.0,true
7181-OQCUT,Month-to-month,103.85,21,7,Critical,2180.85,false
8474-UMLNT,Month-to-month,67.8,13,5,High,881.4,false
9821-POOTN,Month-to-month,75.2,35,7,Critical,2632.0,true
3836-FZSDJ,Two year,24.85,71,0,Low,1764.35,false
9142-XMYJH,Month-to-month,19.35,29,4,Medium,561.15,false
6559-ILWKJ,Two year,49.35,71,3,Medium,3503.85,true
0187-QSXOE,Month-to-month,89.0,7,9,Critical,623.0,false
7733-UDMTP,Month-to-month,55.0,57,6,High,3135.0,false
2649-HWLYB,Two year,76.15,65,0,Low,4949.75,false
5214-CHIWJ,One year,20.3,27,4,Medium,548.1,false
4229-CZMLL,Month-to-month,74.9,6,9,Critical,449.4,true
6904-JLBGY,Two year,117.35,72,0,Low,8449.2,false
2465-BLLEU,Month-to-month,19.75,1,8,Critical,19.75,false
1685-VAYJF,Month-to-month,45.2,11,6,High,497.2,false
8874-EJNSR,Two year,25.2,39,3,Medium,982.8,false
6917-YACBP,Month-to-month,89.75,59,6,High,5295.25,false
5049-MUBWG,One year,75.0,26,2,Low,1950.0,false
4223-WOZCM,Month-to-month,49.95,2,8,Critical,99.9,false
0769-MURVM,Two year,65.7,72,0,Low,4730.4,false
9253-VIFJQ,One year,67.05,65,1,Low,4358.25,false
7030-FZTFM,Two year,110.9,72,0,Low,7984.8,false
9741-YLNTD,Month-to-month,87.95,6,6,High,527.7,false
5917-RYRMG,One year,19.8,32,2,Low,633.6,false
5120-ZBLAI,One year,75.7,50,1,Low,3785.0,false
1194-BHJYC,Two year,62.15,61,2,Low,3791.15,false
3663-MITLP,Month-to-month,101.25,15,8,Critical,1518.75,true
0906-QVPMS,Two year,115.15,72,0,Low,8290.8,false
9025-ZRPVR,Month-to-month,18.95,9,8,Critical,170.55,true
1905-OEILC,Month-to-month,19.5,1,8,Critical,19.5,false
7858-GTZSP,Month-to-month,86.55,12,9,Critical,1038.6,false
3285-UCQVC,Month-to-month,28.6,37,4,Medium,1058.2,true
6248-BSHKG,One year,20.4,61,3,Medium,1244.4,false
4685-TFLLS,One year,19.8,18,3,Medium,356.4,false
3470-BTGQO,Month-to-month,45.65,21,7,Critical,958.65,false
1209-VFFOC,Two year,56.4,68,2,Low,3835.2,false
8224-DWCKX,Month-to-month,73.3,12,6,High,879.6,false
5482-PLVPE,Month-to-month,24.35,2,9,Critical,48.7,true
4553-DVPZG,Month-to-month,101.35,62,6,High,6283.7,false
4902-OHLSK,Month-to-month,98.65,29,7,Critical,2860.85,true
6917-IAYHD,Month-to-month,33.6,1,8,Critical,33.6,false
0495-ZBNGW,Month-to-month,79.9,5,6,High,399.5,true
8620-RJPZN,Month-to-month,20.7,1,9,Critical,20.7,false
7572-KPVKK,Two year,104.05,62,3,Medium,6451.1,false
2642-MAWLJ,Two year,20.25,36,1,Low,729.0,false
2357-COQEK,Month-to-month,103.3,28,7,Critical,2892.4,true
7103-ZGVNT,One year,73.7,69,1,Low,5085.3,false
3737-GCSPV,Month-to-month,96.2,11,6,High,1058.2,true
2027-WKXMW,Month-to-month,108.75,63,6,High,6851.25,false
7137-NAXML,One year,20.15,23,3,Medium,463.45,false
2428-ZMCTB,Month-to-month,19.75,10,6,High,197.5,false
2961-VNFKL,Two year,25.95,71,0,Low,1842.45,false
1768-HNVGJ,Month-to-month,70.05,45,7,Critical,3152.25,false
6963-KQYQB,Two year,24.05,70,2,Low,1683.5,false
5934-RMPOV,Month-to-month,84.75,22,8,Critical,1864.5,false
1207-BLKSA,Two year,23.05,52,2,Low,1198.6,false
4088-YLDSU,One year,104.15,55,4,Medium,5728.25,true
8316-BBQAY,Two year,59.95,65,0,Low,3896.75,false
1166-PQLGG,Two year,19.55,72,0,Low,1407.6,false
3146-JTQHR,One year,19.6,10,4,Medium,196.0,false
4291-YZODP,One year,20.05,7,6,High,140.35,false
4395-PZMSN,Month-to-month,85.55,5,9,Critical,427.75,false
6427-FEFIG,Two year,78.6,24,2,Low,1886.4,false
0017-IUDMW,Two year,116.8,72,0,Low,8409.6,false
8706-HRADD,Month-to-month,43.55,21,7,Critical,914.55,false
9955-QOPOY,One year,60.8,69,1,Low,4195.2,false
4385-ZKVNW,Month-to-month,54.9,44,4,Medium,2415.6,false
5446-DKWYW,One year,65.2,61,4,Medium,3977.2,false
2034-CGRHZ,Month-to-month,102.95,24,5,High,2470.8,true
5797-APWZC,Month-to-month,90.6,1,9,Critical,90.6,true
3683-QKIUE,Month-to-month,50.8,6,6,High,304.8,true
4228-ZGYUW,Month-to-month,90.05,4,9,Critical,360.2,true
9031-ZVQPT,Two year,108.2,72,3,Medium,7790.4,false
2990-IAJSV,Two year,92.0,72,0,Low,6624.0,false
8107-KNCIM,Month-to-month,75.1,14,8,Critical,1051.4,false
9027-YFHQJ,Month-to-month,25.05,7,6,High,175.35,false
5176-LDKUH,One year,75.15,48,5,High,3607.2,false
4644-OBGFZ,One year,19.5,55,3,Medium,1072.5,false
7926-IJOOU,Month-to-month,19.3,1,6,High,19.3,false
6480-YAGIY,One year,112.2,45,2,Low,5049.0,false
4029-HPFVY,Month-to-month,70.3,3,8,Critical,210.9,false
7602-DBTOU,Two year,19.6,71,2,Low,1391.6,false
5345-BMKWB,Month-to-month,20.25,8,8,Critical,162.0,false
3519-ZKXGG,Month-to-month,75.85,3,9,Critical,227.55,true
5457-COLHT,Two year,80.65,69,0,Low,5564.85,false
6416-TVAIH,Month-to-month,68.5,1,9,Critical,68.5,true
5451-YHYPW,Two year,115.75,72,0,Low,8334.0,false
5108-ADXWO,Month-to-month,73.5,11,9,Critical,808.5,true
7998-WNZEM,Two year,80.6,71,0,Low,5722.6,false
3066-RRJIO,Month-to-month,69.95,1,8,Critical,69.95,true
4664-NJCMS,Two year,59.55,33,1,Low,1965.15,false
0307-BCOPK,One year,19.05,16,5,High,304.8,false
7629-WFGLW,One year,95.65,56,4,Medium,5356.4,false
2542-HYGIQ,Month-to-month,19.95,1,6,High,19.95,false
6715-OFDBP,Month-to-month,70.05,5,9,Critical,350.25,true
5016-LIPDW,One year,19.4,57,3,Medium,1105.8,false
6481-LXPWL,One year,36.1,56,1,Low,2021.6,false
1567-DSCIC,Month-to-month,94.0,8,9,Critical,752.0,true
2150-UWTFY,Month-to-month,61.15,22,7,Critical,1345.3,true
6124-ACRHJ,Month-to-month,19.75,1,8,Critical,19.75,false
9362-MWODR,Month-to-month,64.1,40,4,Medium,2564.0,false
9975-GPKZU,Two year,19.75,46,1,Low,908.5,false
9625-RZFUK,Two year,19.7,63,2,Low,1241.1,false
5153-LXKDT,Two year,110.2,68,3,Medium,7493.6,false
5161-UBZXI,Two year,106.35,69,0,Low,7338.15,false
1020-JPQOW,Month-to-month,90.55,56,6,High,5070.8,false
7919-ZODZZ,One year,65.9,10,6,High,659.0,false
0565-JUPYD,One year,104.5,63,1,Low,6583.5,false
6867-ACCZI,Two year,52.5,24,4,Medium,1260.0,false
5939-XAIXZ,Month-to-month,56.1,19,7,Critical,1065.9,false
9054-FOWNV,Month-to-month,88.75,22,8,Critical,1952.5,false
2683-BPJSO,Month-to-month,84.45,29,7,Critical,2449.05,true
2157-MXBJS,One year,75.3,13,5,High,978.9,true
8207-VVMYB,Two year,26.0,70,0,Low,1820.0,false
9732-EQMWY,Month-to-month,99.4,49,6,High,4870.6,false
9360-AHGNL,One year,109.55,43,4,Medium,4710.65,true
1087-UDSIH,Month-to-month,19.6,3,8,Critical,58.8,true
5269-NRGDP,One year,73.15,42,5,High,3072.3,false
6195-MELTI,One year,54.65,57,3,Medium,3115.05,false
5485-WUYWF,Month-to-month,66.4,2,6,High,132.8,true
2121-JAFOM,Two year,115.55,72,0,Low,8319.6,false
8818-DOPVL,Month-to-month,104.45,46,7,Critical,4804.7,false
2632-UCGVD,Month-to-month,100.05,66,3,Medium,6603.3,true
5445-PZWGX,One year,102.0,62,4,Medium,6324.0,true
1227-UDMZR,Two year,91.15,72,0,Low,6562.8,false
5198-HQAEN,One year,89.7,35,5,High,3139.5,false
9170-CCKOU,Month-to-month,90.2,17,5,High,1533.4,true
2167-FQSTQ,Two year,92.4,72,3,Medium,6652.8,false
2819-GWENI,One year,19.9,28,4,Medium,557.2,false
1043-YCUTE,Two year,25.15,56,0,Low,1408.4,true
3814-MLAXC,Month-to-month,79.85,31,4,Medium,2475.35,true
3572-UUHRS,One year,18.85,45,2,Low,848.25,false
2692-PFYTJ,Month-to-month,25.75,1,8,Critical,25.75,false
1226-UDFZR,Month-to-month,49.6,2,8,Critical,99.2,true
5955-EPOAZ,Month-to-month,20.95,6,8,Critical,125.7,false
6821-JPCDC,One year,97.05,48,5,High,4658.4,false
8815-LMFLX,Month-to-month,25.4,25,4,Medium,635.0,false
