customerID,Contract,tenure,MonthlyCharges,risk_score,risk_label,Churn
2587-EKXTS,Month-to-month,44,111.5,4,High,false
5442-BXVND,Month-to-month,33,24.25,4,High,false
8816-VXNZD,Month-to-month,1,75.1,6,Critical,true
9378-FXTIZ,One year,54,70.15,1,Medium,true
1723-HKXJQ,Month-to-month,42,101.75,4,High,true
7825-GKXMW,Month-to-month,1,45.8,6,Critical,true
9753-OYLBX,Month-to-month,1,20.5,6,Critical,false
2364-UFROM,One year,30,70.4,2,Medium,false
6656-JWRQX,Month-to-month,1,30.55,6,Critical,false
6473-ULUHT,Month-to-month,16,84.9,5,Critical,false
1240-KNSEZ,Month-to-month,1,20.1,6,Critical,true
0836-SEYLU,Month-to-month,9,40.65,6,Critical,true
4433-JCGCG,Month-to-month,46,101.0,4,High,true
3716-BDVDB,Month-to-month,1,69.1,6,Critical,true
7688-AWMDX,Two year,71,54.5,0,Low,false
2842-BCQGE,Month-to-month,43,75.35,4,High,false
7244-QWYHG,One year,50,44.45,1,Medium,false
5899-MQZZL,Month-to-month,13,75.0,5,Critical,true
6849-OYAMU,One year,19,100.0,3,High,true
5312-UXESG,Month-to-month,41,98.05,4,High,false
9488-HGMJH,Month-to-month,1,71.15,6,Critical,true
6038-GCYEC,Month-to-month,24,54.15,5,Critical,true
2150-WLKUW,One year,40,63.9,2,Medium,false
7159-FVYPK,Month-to-month,3,69.15,6,Critical,false
7032-LMBHI,One year,37,64.65,2,Medium,false
1150-WFARN,Two year,67,108.75,0,Low,true
6088-BXMRG,Month-to-month,32,98.85,4,High,false
3144-AUDBS,Month-to-month,6,49.15,6,Critical,true
4821-SJHJV,Month-to-month,32,89.6,4,High,false
7346-MEDWM,Month-to-month,59,83.25,3,High,false
1137-DGOWI,One year,30,70.25,2,Medium,false
5616-PRTNT,Month-to-month,20,19.4,5,Critical,true
3812-LRZIR,Two year,27,24.5,1,Medium,false
4818-QIUFN,Month-to-month,20,79.15,5,Critical,true
9483-GCPWE,One year,9,20.1,4,High,false
4227-OJHAL,One year,68,73.0,1,Medium,false
9220-CXRSC,Two year,69,61.4,0,Low,false
4993-JCRGJ,Month-to-month,26,84.3,4,High,false
9537-JALFH,Two year,69,19.9,0,Low,false
6698-OXETB,Two year,11,20.4,3,High,false
2103-ZRXFN,Month-to-month,1,50.75,6,Critical,false
3724-BSCVH,One year,10,20.45,4,High,false
4877-TSOFF,One year,55,75.75,1,Medium,false
9209-NWPGU,One year,44,65.4,2,Medium,false
6961-VCPMC,Month-to-month,46,80.4,4,High,true
7306-YDSOI,Two year,69,59.75,0,Low,false
5288-AHOUP,Month-to-month,11,78.5,6,Critical,false
6688-UZPWD,Month-to-month,11,102.0,6,Critical,true
0655-YDGFJ,Month-to-month,29,48.95,4,High,false
8468-EHYJA,Month-to-month,57,99.65,3,High,false
6823-SIDFQ,One year,28,18.25,2,Medium,false
1097-FSPVW,Month-to-month,42,54.55,4,High,false
2839-RFSQE,Month-to-month,2,20.65,6,Critical,true
8328-SKJNO,One year,23,40.65,3,High,false
7010-ZMVBF,Month-to-month,18,20.45,5,Critical,false
5201-CBWYG,One year,62,24.8,1,Medium,false
0968-GSIKN,Month-to-month,1,70.8,6,Critical,true
1965-DDBWU,Month-to-month,16,89.05,5,Critical,true
9057-SIHCH,Month-to-month,3,96.6,6,Critical,true
6352-GIGGQ,One year,67,88.8,1,Medium,false
3635-QQRQD,Two year,62,20.05,0,Low,false
6771-XWBDM,Month-to-month,57,104.5,3,High,true
2897-DOVND,Month-to-month,2,69.8,6,Critical,false
3082-YVEKW,Two year,23,77.15,2,Medium,false
0191-EQUUH,Two year,25,35.05,1,Medium,false
7134-HBPBS,Two year,72,108.1,0,Low,false
3489-HHPFY,Month-to-month,2,84.05,6,Critical,false
2926-JEJJC,One year,8,20.2,4,High,false
8601-QACRS,Month-to-month,5,50.6,6,Critical,true
4950-BDEUX,Month-to-month,35,49.2,4,High,false
5789-LDFXO,One year,24,24.6,3,High,false
0508-OOLTO,Month-to-month,2,71.65,6,Critical,false
2984-TBYKU,Two year,72,104.9,0,Low,false
9822-WMWVG,Month-to-month,41,106.5,4,High,false
2391-SOORI,Month-to-month,4,49.35,6,Critical,true
9040-KZVWO,One year,26,75.5,2,Medium,false
2645-QTLMB,Month-to-month,7,94.25,6,Critical,true
4806-HIPDW,Month-to-month,1,68.95,6,Critical,true
1548-ARAGG,Month-to-month,4,58.5,6,Critical,false
6339-RZCBJ,Two year,48,78.9,1,Medium,false
4424-TKOPW,Month-to-month,2,93.85,6,Critical,true
4415-WNGVR,One year,12,79.2,4,High,false
2522-AHJXR,Month-to-month,60,109.45,3,High,false
0412-UCCNP,Two year,55,59.2,0,Low,false
1816-FLZDK,Month-to-month,1,29.15,6,Critical,false
7096-UCLNH,Month-to-month,1,20.05,6,Critical,false
8443-ZRDBZ,Month-to-month,4,76.05,6,Critical,true
9136-ALYBR,Month-to-month,1,24.45,6,Critical,true
4615-PIVVU,Two year,42,66.5,1,Medium,false
8885-QSQBX,Month-to-month,1,49.55,6,Critical,false
7479-NITWS,Month-to-month,7,89.35,6,Critical,true
8617-ENBDS,Month-to-month,3,73.6,6,Critical,false
9385-NXKDA,Two year,72,82.65,0,Low,false
0430-IHCDJ,Month-to-month,15,49.0,5,Critical,false
2959-MJHIC,Month-to-month,4,80.35,6,Critical,true
6674-KVJHG,One year,11,25.2,4,High,false
1814-DKOLC,Month-to-month,5,25.45,6,Critical,false
4201-JMNGR,Month-to-month,1,55.8,6,Critical,true
9351-HXDMR,Two year,72,110.9,0,Low,false
3537-HPKQT,Month-to-month,55,77.75,3,High,false
2129-ALKBS,Month-to-month,40,26.2,4,High,false
5821-MMEIL,Two year,57,19.9,0,Low,false
5960-WPXQM,Month-to-month,1,79.05,6,Critical,true
0684-AOSIH,Month-to-month,1,95.0,6,Critical,true
8260-NGFNY,Month-to-month,1,25.2,6,Critical,true
1309-XGFSN,One year,52,80.85,1,Medium,false
1866-RZZQS,Month-to-month,41,98.4,4,High,true
6968-URWQU,One year,43,56.35,2,Medium,false
4742-TXUEX,Two year,47,19.3,1,Medium,false
9631-XEYKE,Month-to-month,3,50.4,6,Critical,false
8631-NBHFZ,Two year,66,79.4,0,Low,true
1335-MXCSE,Two year,55,55.25,0,Low,false
8873-TMKGR,One year,29,19.1,2,Medium,false
8800-JOOCF,Month-to-month,12,84.05,6,Critical,false
1469-LBJQJ,Month-to-month,66,105.2,3,High,false
4958-XCBDQ,Month-to-month,35,101.4,4,High,true
8337-UPOAQ,Month-to-month,10,89.8,6,Critical,true
0064-YIJGF,Month-to-month,27,75.75,4,High,false
2386-OWURY,Month-to-month,58,95.3,3,High,false
1725-IQNIY,Two year,54,109.75,0,Low,true
0310-VQXAM,Month-to-month,9,19.85,6,Critical,false
6598-RFFVI,One year,2,19.3,4,High,true
3453-RTHJQ,Month-to-month,6,69.1,6,Critical,false
6712-OAWRH,Month-to-month,26,91.25,4,High,true
6278-FEPBZ,Month-to-month,9,20.25,6,Critical,false
4280-DLSHD,Month-to-month,8,54.75,6,Critical,false
1508-DFXCU,Month-to-month,12,81.45,6,Critical,false
8614-VGMMV,Month-to-month,15,49.1,5,Critical,true
7868-BGSZA,One year,43,80.2,2,Medium,false
2800-QQUSO,Month-to-month,42,100.3,4,High,false
2930-UOTMB,Month-to-month,31,65.25,4,High,true
7973-DZRKH,Two year,66,90.95,0,Low,false
5914-DVBWJ,Month-to-month,18,85.45,5,Critical,true
7698-YFGEZ,Month-to-month,1,20.0,6,Critical,false
2533-QVMSK,Two year,61,94.1,0,Low,true
9773-PEQBZ,Month-to-month,10,79.85,6,Critical,false
8644-XLFBW,Month-to-month,1,71.65,6,Critical,true
0650-BWOZN,Month-to-month,18,73.55,5,Critical,false
8625-AZYZY,Month-to-month,24,104.65,5,Critical,true
7785-RDVIG,Month-to-month,3,19.3,6,Critical,false
9602-WCXPI,One year,50,20.15,1,Medium,false
2903-YYTBW,Month-to-month,1,44.55,6,Critical,false
3620-MWJNE,Month-to-month,2,54.45,6,Critical,false
8573-JGCZW,One year,17,19.65,3,High,false
6837-HAEVO,Two year,69,105.0,0,Low,false
6701-YVNQG,Two year,72,88.7,0,Low,false
9306-CPCBC,Month-to-month,3,74.25,6,Critical,true
4304-XUMGI,Two year,50,75.15,0,Low,false
9504-YAZWB,Two year,53,20.25,0,Low,false
8819-ZBYNA,Two year,58,109.1,0,Low,false
6174-NRBTZ,One year,46,30.75,2,Medium,false
9481-IEBZY,Month-to-month,72,112.9,3,High,false
1833-VGRUM,Month-to-month,1,74.2,6,Critical,true
6137-NICCO,Month-to-month,6,94.05,6,Critical,false
9065-ZCPQX,Two year,72,78.85,0,Low,false
6402-EJMWF,Month-to-month,4,55.3,6,Critical,false
3620-EHIMZ,Two year,52,19.35,0,Low,false
3213-VVOLG,Two year,0,25.35,3,High,false
6870-ECSHE,One year,2,20.45,4,High,false
8747-UDCOI,Two year,65,19.35,0,Low,false
8374-XGEJJ,Month-to-month,43,101.0,4,High,true
2656-TABEH,Month-to-month,4,100.2,6,Critical,true
6946-LMSQS,One year,25,89.05,2,Medium,true
4626-OZDTJ,One year,51,78.65,1,Medium,false
9169-BSVIN,Month-to-month,12,74.75,6,Critical,false
2325-ZUSFD,One year,57,70.1,1,Medium,true
8194-PEEBY,One year,24,19.9,3,High,false
6872-HXFNF,One year,64,58.35,1,Medium,false
3932-CMDTD,One year,4,105.65,4,High,true
7714-YXSMB,Month-to-month,26,100.5,4,High,false
8387-UGUSU,Month-to-month,15,20.05,5,Critical,false
1080-BWSYE,Two year,64,25.65,0,Low,false
4039-HEUNW,Month-to-month,36,96.5,4,High,true
1194-HVAIF,Month-to-month,27,95.0,4,High,false
0812-WUPTB,Month-to-month,1,70.85,6,Critical,true
3594-UVONA,One year,35,85.95,2,Medium,true
0004-TLHLJ,Month-to-month,4,73.9,6,Critical,true
1767-TGTKO,Month-to-month,8,45.45,6,Critical,false
8439-LTUGF,Month-to-month,10,20.0,6,Critical,false
8805-JNRAZ,Month-to-month,2,49.2,6,Critical,false
5089-IFSDP,Two year,58,109.45,0,Low,true
6418-HNFED,Two year,51,83.25,0,Low,false
0206-OYVOC,Two year,46,19.25,1,Medium,false
7291-CDTMJ,Month-to-month,1,19.65,6,Critical,false
7128-GGCNO,Month-to-month,46,72.8,4,High,false
0237-YFUTL,Month-to-month,50,109.65,3,High,false
7691-KGKGP,Month-to-month,53,65.0,3,High,false
6710-HSJRD,Month-to-month,61,114.1,3,High,false
3675-EQOZA,Month-to-month,5,20.65,6,Critical,false
0840-DCNZE,One year,47,86.95,2,Medium,false
1732-FEKLD,One year,54,94.75,1,Medium,false
9862-KJTYK,Month-to-month,19,25.35,5,Critical,false
0479-HMSWA,Two year,26,105.45,1,Medium,false
5854-KSRBJ,Two year,70,25.4,0,Low,false
0365-BZUWY,Month-to-month,17,102.55,5,Critical,false
4817-VYYWS,Month-to-month,30,100.2,4,High,true
5701-SVCWR,Month-to-month,1,24.0,6,Critical,false
3129-AAQOU,Two year,19,25.6,2,Medium,false
4922-CVPDX,Two year,26,73.5,1,Medium,false
1396-QWFBJ,Month-to-month,21,74.05,5,Critical,true
1357-BIJKI,One year,50,98.25,1,Medium,false
1099-BTKWT,One year,68,54.4,1,Medium,false
5299-SJCZT,Month-to-month,3,101.55,6,Critical,true
2018-PZKMU,Month-to-month,9,103.1,6,Critical,false
7340-KEFQE,Two year,51,34.2,0,Low,false
4570-QHXHL,Month-to-month,9,43.75,6,Critical,false
2403-BCASL,One year,41,111.95,2,Medium,true
7392-YYPYJ,Month-to-month,22,100.65,5,Critical,false
2898-LSJGD,One year,21,55.95,3,High,true
2223-GDSHL,Two year,71,116.05,0,Low,false
7359-PTSXY,Month-to-month,1,45.75,6,Critical,true
9470-RTWDV,One year,26,82.0,2,Medium,false
2176-OSJUV,Two year,71,65.15,0,Low,false
9348-YVOMK,Month-to-month,4,44.8,6,Critical,false
8104-OSKWT,Month-to-month,12,79.8,6,Critical,false
4521-YEEHE,Month-to-month,18,88.85,5,Critical,false
4090-KPJIP,Month-to-month,3,74.95,6,Critical,false
3786-WOVKF,One year,72,106.85,1,Medium,false
4503-BDXBD,Month-to-month,11,74.95,6,Critical,true
6086-ESGRL,Month-to-month,1,80.15,6,Critical,true
2592-HODOV,One year,13,19.3,3,High,false
3886-CERTZ,One year,72,109.25,1,Medium,true
7995-ZHHNZ,One year,42,56.1,2,Medium,false
3824-RHKVR,Month-to-month,17,19.7,5,Critical,false
5816-SCGFC,Month-to-month,7,51.3,6,Critical,false
5989-AXPUC,Two year,68,118.6,0,Low,false
4979-HPRFL,Two year,56,24.15,0,Low,false
8590-OHDIW,One year,38,20.3,2,Medium,false
8015-IHCGW,Two year,72,115.5,0,Low,false
2332-TODQS,One year,48,25.05,2,Medium,false
9278-VZKCD,Month-to-month,52,109.1,3,High,false
8008-OTEZX,One year,35,19.65,2,Medium,false
2773-OVBPK,Two year,67,111.3,0,Low,false
5999-LCXAO,Month-to-month,1,29.9,6,Critical,false
5206-XZZQI,Month-to-month,53,80.6,3,High,false
4803-LBYPN,Month-to-month,34,20.8,4,High,false
5759-RCVCB,Month-to-month,3,35.2,6,Critical,true
6372-RFVNS,Month-to-month,1,78.8,6,Critical,true
2139-FQHLM,Month-to-month,19,89.95,5,Critical,false
8261-GWDBQ,Two year,60,116.05,0,Low,false
1093-YSWCA,Two year,11,19.55,3,High,false
8938-UMKPI,Month-to-month,47,106.4,4,High,true
0991-BRRFB,Month-to-month,18,49.4,5,Critical,true
3882-IYOIJ,Two year,60,115.25,0,Low,false
8749-TZYEC,Two year,72,24.8,0,Low,false
1755-FZQEC,One year,39,19.9,2,Medium,false
3115-JPJDD,One year,59,81.25,1,Medium,false
5600-KTXFM,Month-to-month,2,69.95,6,Critical,false
3871-IKPYH,Month-to-month,1,69.1,6,Critical,true
6319-IEJWJ,Month-to-month,20,90.2,5,Critical,true
9025-AOMKI,Month-to-month,6,93.55,6,Critical,true
6339-TBELP,Two year,71,86.4,0,Low,false
7964-YESJC,Month-to-month,24,66.3,5,Critical,false
6173-GOLSU,Month-to-month,67,94.65,3,High,false
5275-SQEIZ,Month-to-month,1,80.85,6,Critical,true
7716-YTYHG,One year,48,82.05,2,Medium,true
9938-ZREHM,One year,37,72.1,2,Medium,false
7950-XWOVN,Month-to-month,11,34.7,6,Critical,false
4390-KYULV,Month-to-month,3,20.55,6,Critical,true
4647-MUZON,Month-to-month,18,95.95,5,Critical,false
9702-AIUJO,One year,50,44.8,1,Medium,false
8849-PRIQJ,One year,67,109.4,1,Medium,false
8851-RAGOV,Month-to-month,25,71.05,4,High,false
1304-NECVQ,Month-to-month,2,78.55,6,Critical,true
5396-IZEPB,Month-to-month,9,19.7,6,Critical,false
1729-VLAZJ,One year,10,40.25,4,High,false
8285-ABVLB,Two year,70,19.85,0,Low,false
0701-TJSEF,Month-to-month,9,68.25,6,Critical,false
5712-VBOXD,Month-to-month,4,20.15,6,Critical,false
6629-LADHQ,Month-to-month,2,50.95,6,Critical,false
8945-GRKHX,Month-to-month,1,78.65,6,Critical,true
1559-DTODC,Month-to-month,19,25.15,5,Critical,false
4797-MIWUM,Month-to-month,7,20.25,6,Critical,false
6959-UWKHF,Month-to-month,1,42.9,6,Critical,true
8720-RQSBJ,Month-to-month,1,44.0,6,Critical,false
4537-CIBHB,One year,9,20.25,4,High,false
3815-SLMEF,Month-to-month,3,34.25,6,Critical,true
5154-VEKBL,Month-to-month,9,58.5,6,Critical,true
4324-AHJKS,Month-to-month,5,55.8,6,Critical,false
4355-CVPVS,One year,56,88.9,1,Medium,false
4495-LHSSK,Month-to-month,18,57.65,5,Critical,false
5655-JSMZM,Month-to-month,49,96.2,3,High,true
5915-ANOEI,Two year,70,79.15,0,Low,false
9861-PDSZP,Two year,72,108.05,0,Low,false
4505-EXZHB,Month-to-month,6,74.4,6,Critical,true
7225-CBZPL,Month-to-month,17,94.8,5,Critical,false
6704-UTUKK,Month-to-month,29,45.9,4,High,false
4587-VVTOX,Month-to-month,6,105.3,6,Critical,true
2019-HDCZY,Two year,63,102.6,0,Low,false
4652-NNHNY,Month-to-month,16,73.85,5,Critical,true
8788-DOXSU,One year,59,61.35,1,Medium,false
7404-JLKQG,Month-to-month,3,57.55,6,Critical,false
7421-ZLUPA,Month-to-month,8,29.25,6,Critical,false
8972-HJWNV,Month-to-month,7,84.55,6,Critical,true
3274-NSDWE,Two year,68,19.6,0,Low,false
2632-IVXVF,Two year,68,111.75,0,Low,false
3692-JHONH,One year,52,106.5,1,Medium,false
8915-NNTRC,Two year,72,107.7,0,Low,false
5914-GXMDA,One year,32,19.3,2,Medium,false
7463-IFMQU,Two year,72,20.05,0,Low,false
2920-RNCEZ,Month-to-month,1,69.95,6,Critical,false
2541-YGPKE,One year,42,63.7,2,Medium,false
8515-OCTJS,Two year,25,24.75,1,Medium,true
5382-TEMLV,Month-to-month,45,50.9,4,High,false
3441-CGZJH,One year,43,60.4,2,Medium,false
9592-ERDKV,One year,37,79.25,2,Medium,false
2860-RANUS,Month-to-month,20,85.8,5,Critical,true
5261-QSHQM,Month-to-month,4,24.45,6,Critical,true
4778-IZARL,Two year,63,110.1,0,Low,false
0432-CAJZV,Month-to-month,3,90.7,6,Critical,false
7008-LZVOZ,Two year,66,25.3,0,Low,false
8868-WOZGU,Month-to-month,28,105.7,4,High,true
1200-TUZHR,Month-to-month,8,85.2,6,Critical,false
9365-CSLBQ,Two year,71,24.35,0,Low,false
1334-FJSVR,Month-to-month,1,24.25,6,Critical,true
5884-FBCTL,Two year,72,25.1,0,Low,false
7130-CTCUS,Month-to-month,16,54.55,5,Critical,false
6242-FEGFD,Two year,66,96.6,0,Low,false
7625-XCQRH,Month-to-month,11,76.5,6,Critical,true
6194-HBGQN,One year,51,81.15,1,Medium,false
7634-WSWDB,Month-to-month,8,38.5,6,Critical,false
6986-IXNDM,Month-to-month,14,92.9,5,Critical,false
1731-TVIUK,Month-to-month,4,93.5,6,Critical,true
2987-BJXIK,Two year,70,84.7,0,Low,false
9769-TSBZE,Two year,70,66.0,0,Low,false
0406-BPDVR,One year,54,101.5,1,Medium,true
0618-XWMSS,Month-to-month,28,74.9,4,High,true
1395-WSWXR,Two year,24,20.75,2,Medium,false
6023-GSSXW,Two year,69,61.45,0,Low,false
6752-APNJL,Month-to-month,42,54.5,4,High,false
5276-KQWHG,Month-to-month,2,69.6,6,Critical,true
0420-HLGXF,Month-to-month,39,99.75,4,High,false
7446-KQISO,Two year,45,109.75,1,Medium,false
9823-EALYC,Two year,72,80.85,0,Low,false
0582-AVCLN,Two year,38,20.3,1,Medium,false
5803-NQJZO,Two year,72,67.8,0,Low,false
2565-JSLRY,Month-to-month,1,24.05,6,Critical,true
2607-DHDAK,Two year,72,19.8,0,Low,false
1073-XXCZD,Two year,55,25.7,0,Low,false
0743-HRVFF,One year,51,56.15,1,Medium,false
4006-HKYHO,Two year,63,86.7,0,Low,false
3727-JEZTU,Month-to-month,1,20.4,6,Critical,false
8143-ETQTI,Two year,23,19.65,2,Medium,false
6689-KXGBO,Month-to-month,1,50.55,6,Critical,true
9667-TKTVZ,Month-to-month,2,54.35,6,Critical,false
3657-COGMW,Month-to-month,52,108.1,3,High,false
8570-KLJYJ,One year,36,54.45,2,Medium,false
7754-IXRMC,Month-to-month,1,45.35,6,Critical,false
9473-CBZOP,One year,28,59.0,2,Medium,false
2969-WGHQO,One year,7,69.45,4,High,false
6615-NGGZJ,Month-to-month,14,100.55,5,Critical,true
4334-HOWRP,Two year,72,64.95,0,Low,false
4255-DDUOU,Month-to-month,1,20.5,6,Critical,true
5863-OOKCL,Month-to-month,10,18.85,6,Critical,false
1686-STUHN,One year,42,19.8,2,Medium,false
1329-VHWNP,Month-to-month,7,25.05,6,Critical,false
2984-MIIZL,Month-to-month,4,74.8,6,Critical,true
0266-GMEAO,Two year,72,114.3,0,Low,false
5590-YRFJT,Month-to-month,20,24.45,5,Critical,true
5574-NXZIU,Two year,63,109.2,0,Low,false
0019-GFNTW,Two year,56,45.05,0,Low,false
4256-ZWTZI,Month-to-month,5,51.0,6,Critical,false
8309-PPCED,Two year,72,110.45,0,Low,false
4098-NAUKP,Month-to-month,68,84.65,3,High,false
5196-WPYOW,One year,67,60.05,1,Medium,false
4608-LCIMN,Month-to-month,8,44.65,6,Critical,false
1485-YDHMM,Month-to-month,52,93.25,3,High,false
4054-CUMIA,Month-to-month,18,20.25,5,Critical,false
0603-TPMIB,Two year,59,25.45,0,Low,false
2525-GVKQU,Two year,60,20.6,0,Low,false
8161-QYMTT,Month-to-month,7,94.1,6,Critical,false
9581-GVBXT,One year,59,34.8,1,Medium,false
5862-BRIXZ,Two year,46,60.75,1,Medium,false
5404-GGUKR,Month-to-month,5,51.35,6,Critical,false
3308-JSGML,Two year,59,64.05,0,Low,false
2126-GSEGL,Two year,70,84.8,0,Low,false
3677-TNKIO,Month-to-month,14,71.0,5,Critical,true
0440-QEXBZ,Month-to-month,44,50.15,4,High,false
2434-EEVDB,Two year,64,94.6,0,Low,false
6762-QVYJO,Two year,58,59.75,0,Low,false
6199-IWKGC,One year,46,100.25,2,Medium,false
2675-DHUTR,Month-to-month,58,98.9,3,High,false
8152-VETUR,Two year,72,97.7,0,Low,false
9667-EQRXU,Month-to-month,30,40.3,4,High,true
7446-YPODE,Month-to-month,11,60.25,6,Critical,false
9522-BNTHX,Month-to-month,34,56.25,4,High,false
4676-WLUHT,Two year,54,46.2,0,Low,false
3329-WDIOK,Month-to-month,3,50.6,6,Critical,true
7980-MHFLQ,Two year,72,24.9,0,Low,false
2873-ZLIWT,Month-to-month,40,84.85,4,High,true
3415-TAILE,Month-to-month,2,65.7,6,Critical,true
0757-WCUUZ,Two year,54,63.35,0,Low,false
1629-DQQVB,Month-to-month,14,50.1,5,Critical,false
1915-IOFGU,Month-to-month,1,70.5,6,Critical,true
3045-XETSH,Month-to-month,10,94.85,6,Critical,true
0374-AACSZ,Month-to-month,1,50.15,6,Critical,false
7239-HZZCX,Month-to-month,1,19.75,6,Critical,true
4872-VXRIL,One year,56,64.65,1,Medium,false
9140-CZQZZ,Two year,68,79.6,0,Low,false
3423-HHXAO,One year,14,19.5,3,High,false
9938-TKDGL,Two year,68,99.55,0,Low,false
0531-ZZJWQ,Month-to-month,55,74.0,3,High,false
6537-QLGEX,Month-to-month,16,38.9,5,Critical,false
2688-BHGOG,Month-to-month,9,79.55,6,Critical,false
7683-CBDKJ,Month-to-month,14,65.45,5,Critical,true
0946-CLJTI,Month-to-month,58,98.7,3,High,true
3160-TYXLT,Month-to-month,53,46.3,3,High,false
1325-USMEC,Two year,70,99.35,0,Low,false
0916-QOFDP,Month-to-month,14,95.8,5,Critical,false
0628-CNQRM,One year,22,67.5,3,High,true
5606-AMZBO,Month-to-month,10,78.15,6,Critical,false
6199-IPCAO,Two year,29,26.1,1,Medium,false
7665-TOALD,Month-to-month,1,69.6,6,Critical,true
0112-QWPNC,One year,49,84.35,1,Medium,true
0324-BRPCJ,Month-to-month,68,100.2,3,High,true
2777-PHDEI,Month-to-month,1,78.05,6,Critical,true
5640-CAXOA,One year,30,40.35,2,Medium,false
2235-EZAIK,Two year,72,79.2,0,Low,false
3847-BAERP,Month-to-month,10,20.9,6,Critical,false
1196-AMORA,Month-to-month,7,73.6,6,Critical,true
4282-YMKNA,Month-to-month,9,74.75,6,Critical,true
1453-RZFON,Month-to-month,1,49.9,6,Critical,false
8263-OKETD,Month-to-month,20,68.9,5,Critical,false
0670-KDOMA,Month-to-month,1,20.25,6,Critical,false
2476-YGEFM,Month-to-month,29,76.0,4,High,false
8687-BAFGU,Month-to-month,1,74.0,6,Critical,false
0641-EVBOJ,Month-to-month,3,82.3,6,Critical,false
0829-XXPLX,Month-to-month,20,89.4,5,Critical,false
9974-JFBHQ,Month-to-month,64,99.15,3,High,false
5356-RHIPP,Month-to-month,1,20.2,6,Critical,true
6624-JDRDS,Month-to-month,6,29.45,6,Critical,false
0608-JDVEC,Two year,50,19.8,0,Low,false
9780-FKVVF,Month-to-month,6,59.15,6,Critical,false
1919-RTPQD,Month-to-month,7,44.75,6,Critical,false
5214-NLTIT,Two year,72,90.8,0,Low,false
3345-PBBFH,Month-to-month,8,49.55,6,Critical,false
5055-BRMNE,Two year,67,106.7,0,Low,false
9189-JWSHV,Month-to-month,24,93.55,5,Critical,true
2190-PHBHR,Two year,72,94.45,0,Low,false
2650-GYRYL,One year,33,19.45,2,Medium,false
0746-JTRFU,Month-to-month,2,25.05,6,Critical,true
5208-FVQKB,Two year,70,67.95,0,Low,false
7184-LRUUR,One year,22,65.25,3,High,false
6627-CFOSN,Month-to-month,59,99.45,3,High,false
3982-JGSFD,One year,36,20.35,2,Medium,false
1574-DYCWE,Two year,51,19.95,0,Low,false
7247-XOZPB,One year,53,77.4,1,Medium,false
2466-FCCPT,One year,20,19.7,3,High,false
6211-WWLTF,Two year,63,99.7,0,Low,false
4826-TZEVA,Month-to-month,40,74.8,4,High,false
6016-NXBNJ,One year,35,19.15,2,Medium,false
9138-EFSMO,One year,26,78.95,2,Medium,false
0576-WNXXC,Month-to-month,27,95.55,4,High,true
4632-XJMEX,One year,53,62.85,1,Medium,false
8910-LEDAG,Month-to-month,34,71.55,4,High,false
3452-GWUIN,Month-to-month,19,94.95,5,Critical,false
2716-GFZOR,Month-to-month,43,86.1,4,High,false
3724-UCSHY,Month-to-month,6,19.55,6,Critical,false
8626-XHBIE,Two year,56,24.8,0,Low,false
4628-CTTLA,Month-to-month,57,39.3,3,High,true
3192-LNKRK,Month-to-month,34,84.05,4,High,false
4439-YRNVD,Month-to-month,10,36.25,6,Critical,false
2876-VBBBL,Month-to-month,1,20.25,6,Critical,true
6834-NXDCA,Month-to-month,13,23.9,5,Critical,true
2208-UGTGR,Month-to-month,56,98.6,3,High,false
3005-TYFRD,Month-to-month,55,103.65,3,High,false
8670-MEFCP,Two year,36,92.9,1,Medium,false
3079-BCHLN,One year,47,19.9,2,Medium,false
7777-UNYHB,Month-to-month,12,20.1,6,Critical,false
5597-GLBUC,Month-to-month,1,85.45,6,Critical,true
7278-CKDNC,Month-to-month,24,80.5,5,Critical,false
2748-MYRVK,One year,63,99.9,1,Medium,true
8450-UYIBU,Month-to-month,35,39.85,4,High,false
2969-VAPYH,One year,67,60.5,1,Medium,false
4822-YCXMX,Month-to-month,25,84.8,4,High,true
7181-OQCUT,Month-to-month,21,103.85,5,Critical,false
8474-UMLNT,Month-to-month,13,67.8,5,Critical,false
9821-POOTN,Month-to-month,35,75.2,4,High,true
3836-FZSDJ,Two year,71,24.85,0,Low,false
9142-XMYJH,Month-to-month,29,19.35,4,High,false
6559-ILWKJ,Two year,71,49.35,0,Low,true
0187-QSXOE,Month-to-month,7,89.0,6,Critical,false
7733-UDMTP,Month-to-month,57,55.0,3,High,false
2649-HWLYB,Two year,65,76.15,0,Low,false
5214-CHIWJ,One year,27,20.3,2,Medium,false
4229-CZMLL,Month-to-month,6,74.9,6,Critical,true
6904-JLBGY,Two year,72,117.35,0,Low,false
2465-BLLEU,Month-to-month,1,19.75,6,Critical,false
1685-VAYJF,Month-to-month,11,45.2,6,Critical,false
8874-EJNSR,Two year,39,25.2,1,Medium,false
6917-YACBP,Month-to-month,59,89.75,3,High,false
5049-MUBWG,One year,26,75.0,2,Medium,false
4223-WOZCM,Month-to-month,2,49.95,6,Critical,false
0769-MURVM,Two year,72,65.7,0,Low,false
9253-VIFJQ,One year,65,67.05,1,Medium,false
7030-FZTFM,Two year,72,110.9,0,Low,false
9741-YLNTD,Month-to-month,6,87.95,6,Critical,false
5917-RYRMG,One year,32,19.8,2,Medium,false
5120-ZBLAI,One year,50,75.7,1,Medium,false
