customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,charge_band,ChurnInt
7774-OJSXI,Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,103.45,3066.45,true,25-48 months,Premium (>$90),1
6061-PQHMK,Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.9,527.5,false,25-48 months,Low (<$35),0
2402-TAIRZ,Female,No,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,No,Electronic check,80.05,3019.1,false,25-48 months,High ($65-90),0
9659-ZTWSM,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),107.35,7051.95,false,49+ months,Premium (>$90),0
9139-TWBAS,Female,No,Yes,No,26,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,No,Bank transfer (automatic),47.85,1190.5,false,25-48 months,Medium ($35-65),0
6685-GBWJZ,Male,No,Yes,No,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,Credit card (automatic),70.8,4448.8,false,49+ months,High ($65-90),0
7657-DYEPJ,Male,Yes,No,No,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Credit card (automatic),70.15,2497.35,true,25-48 months,High ($65-90),1
9494-BDNNC,Male,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No,Electronic check,95.3,6273.4,false,49+ months,Premium (>$90),0
0384-LPITE,Male,No,No,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),62.05,2511.55,false,25-48 months,Medium ($35-65),0
4616-EWBNJ,Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.1,318.6,false,13-24 months,Low (<$35),0
1335-HQMKX,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,101.35,7323.15,false,49+ months,Premium (>$90),0
2172-EJXVF,Female,Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,105.9,7521.95,false,49+ months,Premium (>$90),0
7029-IJEJK,Female,No,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,No,Bank transfer (automatic),44.1,2369.7,false,49+ months,Medium ($35-65),0
1855-AGAWH,Male,No,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,93.8,2939.8,false,25-48 months,Premium (>$90),0
1370-GGAWX,Female,No,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Electronic check,94.15,4408.45,false,25-48 months,Premium (>$90),0
8879-ZKJOF,Female,No,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),79.85,3320.75,false,25-48 months,High ($65-90),0
1474-JUWSM,Female,No,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Electronic check,68.4,3972.25,false,49+ months,High ($65-90),0
0621-TSSMU,Male,No,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.95,1126.75,false,49+ months,Low (<$35),0
7636-PEPNS,Female,No,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,44.1,2413.05,false,49+ months,Medium ($35-65),0
9052-DHNKM,Male,No,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Electronic check,61.55,1581.95,false,25-48 months,Medium ($35-65),0
5578-NKCXI,Female,No,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,Credit card (automatic),99.25,5846.65,false,49+ months,Premium (>$90),0
3096-WPXBT,Female,No,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Credit card (automatic),100.7,6018.65,false,49+ months,Premium (>$90),0
6693-DJWTY,Female,No,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Credit card (automatic),55.6,2016.45,false,25-48 months,Medium ($35-65),0
6447-EGDIV,Female,No,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.95,683.25,false,25-48 months,Low (<$35),0
1625-JAIIY,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,83.0,5685.8,true,49+ months,High ($65-90),1
0369-ZGOVK,Female,No,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),70.4,1992.2,false,25-48 months,High ($65-90),0
7872-BAAZR,Female,No,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.55,1007.9,false,49+ months,Low (<$35),0
9391-LMANN,Male,No,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Electronic check,95.95,5036.9,false,49+ months,Premium (>$90),0
1698-XFZCI,Male,No,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,107.75,6521.9,false,49+ months,Premium (>$90),0
1877-HKBQX,Female,No,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Mailed check,54.6,617.85,false,0-12 months,Medium ($35-65),0
0428-AXXLJ,Male,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.5,516.3,false,25-48 months,Low (<$35),0
2746-DIJLO,Female,No,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,Credit card (automatic),56.3,2364.0,false,25-48 months,Medium ($35-65),0
4086-ATNFV,Female,No,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Mailed check,60.8,2042.05,false,25-48 months,Medium ($35-65),0
5996-NRVXR,Male,Yes,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Credit card (automatic),98.15,4116.8,false,25-48 months,Premium (>$90),0
3739-YBWAB,Male,No,Yes,No,36,No,No phone service,DSL,Yes,No,Yes,No,No,No,No,Mailed check,35.35,1317.95,false,25-48 months,Medium ($35-65),0
7047-FWEYA,Female,No,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,103.15,4594.65,false,25-48 months,Premium (>$90),0
2000-MPKCA,Female,No,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,107.75,6332.75,false,49+ months,Premium (>$90),0
9762-YAQAA,Male,No,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,Credit card (automatic),81.4,3213.75,false,25-48 months,High ($65-90),0
5473-KHBPS,Female,No,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),95.7,4976.15,false,49+ months,Premium (>$90),0
0100-DUVFC,Male,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.8,7308.95,false,49+ months,Premium (>$90),0
5397-TUPSH,Male,Yes,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),70.95,4555.2,false,49+ months,High ($65-90),0
0326-VDYXE,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,97.65,6982.5,false,49+ months,Premium (>$90),0
1293-HHSHJ,Female,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,21.1,741.0,false,25-48 months,Low (<$35),0
8610-ZIKJJ,Female,No,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.3,31.9,false,0-12 months,Low (<$35),0
3756-VNWDH,Male,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,100.75,6674.65,false,49+ months,Premium (>$90),0
7673-LPRNY,Female,No,No,No,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,78.55,1843.05,false,13-24 months,High ($65-90),0
2558-BUOZZ,Male,No,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,No,Bank transfer (automatic),94.8,4535.85,false,25-48 months,Premium (>$90),0
0975-UYDTX,Female,No,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),90.1,2312.55,false,25-48 months,Premium (>$90),0
4682-BLBUC,Male,No,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Electronic check,70.95,3250.45,false,25-48 months,High ($65-90),0
5443-SCMKX,Female,No,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Electronic check,94.3,5610.15,false,49+ months,Premium (>$90),0
6738-ISCBM,Male,No,No,No,44,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,54.0,2440.25,false,25-48 months,Medium ($35-65),0
9821-BESNZ,Male,No,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,104.25,6860.6,false,49+ months,Premium (>$90),0
6814-ZPWFQ,Male,Yes,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),25.0,1260.7,false,49+ months,Low (<$35),0
0748-RDGGM,Male,No,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),109.5,7534.65,true,49+ months,Premium (>$90),1
2550-AEVRU,Female,No,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Electronic check,53.45,3053.0,false,49+ months,Medium ($35-65),0
0969-RGKCU,Male,No,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.8,677.05,false,25-48 months,Low (<$35),0
4311-QTTAI,Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.35,295.55,false,13-24 months,Low (<$35),0
4318-RAJVY,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.8,198.25,false,0-12 months,Low (<$35),0
2165-VOEGB,Female,No,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),105.2,4822.85,true,25-48 months,Premium (>$90),1
5062-CJJKH,Male,No,Yes,Yes,25,Yes,No,DSL,No,Yes,Yes,No,No,No,No,Mailed check,53.65,1355.45,false,25-48 months,Medium ($35-65),0
1301-LOPVR,Male,No,Yes,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),55.35,1636.95,false,25-48 months,Medium ($35-65),0
0670-ANMUU,Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,No,Credit card (automatic),97.65,6687.85,false,49+ months,Premium (>$90),0
0895-LNKRC,Male,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.45,113.5,false,0-12 months,Low (<$35),0
8417-GSODA,Male,No,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,Bank transfer (automatic),92.2,2568.15,false,25-48 months,Premium (>$90),0
7820-ZYGNY,Male,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,No,Credit card (automatic),90.45,5825.5,false,49+ months,Premium (>$90),0
9677-AVKED,Female,No,No,Yes,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,84.6,4449.75,false,49+ months,High ($65-90),0
9847-HNVGP,Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.95,310.6,false,13-24 months,Low (<$35),0
2560-QTSBS,Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),23.3,1623.15,false,49+ months,Low (<$35),0
7541-YLXCL,Male,No,No,No,36,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Yes,Mailed check,65.4,2498.4,true,25-48 months,High ($65-90),1
2292-XQWSV,Male,No,Yes,Yes,40,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Mailed check,60.3,2448.5,false,25-48 months,Medium ($35-65),0
5913-INRQV,Male,Yes,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,No,Mailed check,90.15,3128.8,false,25-48 months,Premium (>$90),0
9447-YPTBX,Female,No,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.85,943.1,false,49+ months,Low (<$35),0
2623-DRYAM,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,101.75,7069.3,false,49+ months,Premium (>$90),0
9987-LUTYD,Female,No,No,No,13,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Mailed check,55.15,742.9,false,13-24 months,Medium ($35-65),0
4488-KQFDT,Female,No,No,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,103.95,6423.0,false,49+ months,Premium (>$90),0
1925-LFCZZ,Male,Yes,No,No,55,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),50.05,2743.45,false,49+ months,Medium ($35-65),0
8707-RMEZH,Female,Yes,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,No,Credit card (automatic),87.3,6055.55,false,49+ months,High ($65-90),0
3243-ZHOHY,Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.1,296.15,false,13-24 months,Low (<$35),0
0512-FLFDW,Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),100.5,6029.0,false,49+ months,Premium (>$90),0
9451-WLYRI,Female,No,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.05,990.45,false,49+ months,Low (<$35),0
9738-QLWTP,Male,No,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,No,Electronic check,81.9,3219.75,false,25-48 months,High ($65-90),0
9419-IPPBE,Female,No,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,Electronic check,90.15,4554.85,false,49+ months,Premium (>$90),0
0795-GMVQO,Male,No,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),109.9,7332.4,false,49+ months,Premium (>$90),0
2259-OUUSZ,Male,No,No,No,7,No,No phone service,DSL,No,No,Yes,Yes,No,No,Yes,Credit card (automatic),35.5,249.55,false,0-12 months,Medium ($35-65),0
1142-IHLOO,Female,No,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,Credit card (automatic),87.55,4475.9,false,49+ months,High ($65-90),0
1353-GHZOS,Male,No,Yes,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,Bank transfer (automatic),59.75,1374.35,false,13-24 months,Medium ($35-65),0
9378-FXTIZ,Female,No,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Credit card (automatic),70.15,3715.65,true,49+ months,High ($65-90),1
2364-UFROM,Male,No,No,No,30,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,Electronic check,70.4,2044.75,false,25-48 months,High ($65-90),0
7244-QWYHG,Male,No,Yes,No,50,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Yes,Bank transfer (automatic),44.45,2188.45,false,49+ months,Medium ($35-65),0
6849-OYAMU,Male,No,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,Bank transfer (automatic),100.0,1888.65,true,13-24 months,Premium (>$90),1
2150-WLKUW,Female,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,Yes,No,No,Bank transfer (automatic),63.9,2635.0,false,25-48 months,Medium ($35-65),0
7032-LMBHI,Female,No,No,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,Bank transfer (automatic),64.65,2347.85,false,25-48 months,Medium ($35-65),0
1137-DGOWI,Female,No,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,No,Bank transfer (automatic),70.25,2198.9,false,25-48 months,High ($65-90),0
9483-GCPWE,Male,No,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.1,190.25,false,0-12 months,Low (<$35),0
4227-OJHAL,Female,No,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),73.0,5163.0,false,49+ months,High ($65-90),0
3724-BSCVH,Male,No,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.45,242.4,false,0-12 months,Low (<$35),0
4877-TSOFF,Female,No,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Bank transfer (automatic),75.75,4264.25,false,49+ months,High ($65-90),0
9209-NWPGU,Male,No,No,No,44,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,Electronic check,65.4,2774.55,false,25-48 months,High ($65-90),0
6823-SIDFQ,Male,No,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),18.25,534.7,false,25-48 months,Low (<$35),0
8328-SKJNO,Male,No,No,Yes,23,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,No,Bank transfer (automatic),40.65,947.4,false,13-24 months,Medium ($35-65),0
5201-CBWYG,Male,No,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),24.8,1476.25,false,49+ months,Low (<$35),0
6352-GIGGQ,Male,No,No,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),88.8,5903.15,false,49+ months,High ($65-90),0
2926-JEJJC,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),20.2,140.95,false,0-12 months,Low (<$35),0
5789-LDFXO,Male,No,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,24.6,592.65,false,13-24 months,Low (<$35),0
9040-KZVWO,Male,No,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,No,Bank transfer (automatic),75.5,2018.1,false,25-48 months,High ($65-90),0
4415-WNGVR,Female,Yes,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,79.2,943.85,false,0-12 months,High ($65-90),0
6674-KVJHG,Female,No,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,25.2,245.15,false,0-12 months,Low (<$35),0
1309-XGFSN,Male,Yes,Yes,Yes,52,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,80.85,4079.55,false,49+ months,High ($65-90),0
6968-URWQU,Male,No,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Yes,Mailed check,56.35,2391.15,false,25-48 months,Medium ($35-65),0
8873-TMKGR,Male,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.1,529.5,false,25-48 months,Low (<$35),0
6598-RFFVI,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.3,28.3,true,0-12 months,Low (<$35),1
7868-BGSZA,Male,No,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,80.2,3581.6,false,25-48 months,High ($65-90),0
9602-WCXPI,Male,No,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.15,989.05,false,49+ months,Low (<$35),0
8573-JGCZW,Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.65,351.55,false,13-24 months,Low (<$35),0
6174-NRBTZ,Male,No,No,No,46,No,No phone service,DSL,Yes,No,No,No,No,No,Yes,Bank transfer (automatic),30.75,1489.3,false,25-48 months,Low (<$35),0
6870-ECSHE,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.45,34.8,false,0-12 months,Low (<$35),0
6946-LMSQS,Male,Yes,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Yes,Electronic check,89.05,2177.45,true,25-48 months,High ($65-90),1
4626-OZDTJ,Female,No,Yes,No,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),78.65,3950.85,false,49+ months,High ($65-90),0
2325-ZUSFD,Female,No,Yes,Yes,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),70.1,3913.3,true,49+ months,High ($65-90),1
8194-PEEBY,Female,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.9,533.5,false,13-24 months,Low (<$35),0
6872-HXFNF,Female,No,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Bank transfer (automatic),58.35,3756.45,false,49+ months,Medium ($35-65),0
3932-CMDTD,Female,No,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,105.65,443.9,true,0-12 months,Premium (>$90),1
3594-UVONA,Female,No,No,No,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),85.95,3110.1,true,25-48 months,High ($65-90),1
0840-DCNZE,Male,No,No,No,47,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),86.95,4138.9,false,25-48 months,High ($65-90),0
1732-FEKLD,Female,No,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Bank transfer (automatic),94.75,5121.75,false,49+ months,Premium (>$90),0
1357-BIJKI,Male,No,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,98.25,4858.7,false,49+ months,Premium (>$90),0
1099-BTKWT,Female,No,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,54.4,3723.65,false,49+ months,Medium ($35-65),0
2403-BCASL,Male,Yes,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,111.95,4534.9,true,25-48 months,Premium (>$90),1
2898-LSJGD,Female,No,Yes,Yes,21,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,55.95,1157.05,true,13-24 months,Medium ($35-65),1
9470-RTWDV,Male,No,Yes,Yes,26,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),82.0,2083.1,false,25-48 months,High ($65-90),0
3786-WOVKF,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),106.85,7677.4,false,49+ months,Premium (>$90),0
2592-HODOV,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.3,259.65,false,13-24 months,Low (<$35),0
3886-CERTZ,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,109.25,8109.8,true,49+ months,Premium (>$90),1
7995-ZHHNZ,Male,No,Yes,No,42,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Credit card (automatic),56.1,2386.85,false,25-48 months,Medium ($35-65),0
8590-OHDIW,Female,No,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.3,749.35,false,25-48 months,Low (<$35),0
2332-TODQS,Female,No,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),25.05,1171.5,false,25-48 months,Low (<$35),0
8008-OTEZX,Female,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.65,708.8,false,25-48 months,Low (<$35),0
1755-FZQEC,Male,No,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.9,791.15,false,25-48 months,Low (<$35),0
3115-JPJDD,Female,No,Yes,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Yes,Credit card (automatic),81.25,4639.45,false,49+ months,High ($65-90),0
7716-YTYHG,Female,No,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Mailed check,82.05,4029.95,true,25-48 months,High ($65-90),1
9938-ZREHM,Female,No,Yes,No,37,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,No,Mailed check,72.1,2658.4,false,25-48 months,High ($65-90),0
9702-AIUJO,Male,No,Yes,Yes,50,Yes,No,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),44.8,2230.85,false,49+ months,Medium ($35-65),0
8849-PRIQJ,Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,109.4,7281.6,false,49+ months,Premium (>$90),0
1729-VLAZJ,Female,No,No,Yes,10,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,No,Mailed check,40.25,411.45,false,0-12 months,Medium ($35-65),0
4537-CIBHB,Female,No,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.25,172.35,false,0-12 months,Low (<$35),0
4355-CVPVS,Female,No,Yes,Yes,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,Bank transfer (automatic),88.9,4968.0,false,49+ months,High ($65-90),0
8788-DOXSU,Male,No,No,No,59,Yes,No,DSL,No,No,Yes,No,No,Yes,Yes,Bank transfer (automatic),61.35,3645.5,false,49+ months,Medium ($35-65),0
3692-JHONH,Female,Yes,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,106.5,5621.85,false,49+ months,Premium (>$90),0
5914-GXMDA,Female,No,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.3,593.2,false,25-48 months,Low (<$35),0
2541-YGPKE,Male,No,Yes,Yes,42,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,Credit card (automatic),63.7,2763.35,false,25-48 months,Medium ($35-65),0
